Ret.Time, min	Absolute Intensity, A.U.	Relative Intensity
169.717	22239	0.12
169.722	24915	0.13
169.728	23656	0.12
169.733	22774	0.12
169.739	21778	0.11
169.744	23599	0.12
169.750	22538	0.12
169.755	21844	0.11
169.761	22354	0.12
169.766	21170	0.11
169.772	23936	0.13
169.777	21409	0.11
169.783	21952	0.12
169.788	22430	0.12
169.793	23805	0.13
169.799	22675	0.12
169.805	24176	0.13
169.810	23532	0.12
169.816	23613	0.12
169.821	22231	0.12
169.827	20875	0.11
169.832	19953	0.11
169.838	24485	0.13
169.843	23289	0.12
169.849	22775	0.12
169.854	22942	0.12
169.860	24991	0.13
169.865	22145	0.12
169.871	23304	0.12
169.876	21269	0.11
169.882	23284	0.12
169.887	24784	0.13
169.893	23106	0.12
169.898	22437	0.12
169.904	21606	0.11
169.909	22989	0.12
169.915	22511	0.12
169.920	23868	0.13
169.926	23893	0.13
169.931	23737	0.12
169.937	24237	0.13
169.942	23501	0.12
169.948	23494	0.12
169.953	24875	0.13
169.959	23719	0.12
169.964	24228	0.13
169.970	22452	0.12
169.975	23866	0.13
169.981	23288	0.12
169.986	22503	0.12
169.992	23380	0.12
169.997	22962	0.12
170.003	22238	0.12
170.008	21954	0.12
170.014	21866	0.12
170.019	21837	0.11
170.025	23659	0.12
170.030	22911	0.12
170.036	23646	0.12
170.041	21448	0.11
170.047	25491	0.13
170.052	23017	0.12
170.058	22304	0.12
170.063	22161	0.12
170.069	24033	0.13
170.074	23553	0.12
170.080	24029	0.13
170.085	23088	0.12
170.091	25043	0.13
170.096	23761	0.13
170.102	23221	0.12
170.107	23533	0.12
170.113	23888	0.13
170.118	22372	0.12
170.124	25112	0.13
170.129	24028	0.13
170.135	23962	0.13
170.140	24257	0.13
170.146	22474	0.12
170.151	23813	0.13
170.156	23100	0.12
170.162	23849	0.13
170.168	23371	0.12
170.173	22263	0.12
170.179	23568	0.12
170.184	21221	0.11
170.190	23196	0.12
170.195	21433	0.11
170.201	22687	0.12
170.206	24036	0.13
170.212	22955	0.12
170.217	23256	0.12
170.223	21800	0.11
170.228	21360	0.11
170.234	21445	0.11
170.239	21269	0.11
170.245	23656	0.12
170.250	22159	0.12
170.256	25731	0.14
170.261	22916	0.12
170.267	24253	0.13
170.272	23631	0.12
170.278	22988	0.12
170.283	20950	0.11
170.289	23412	0.12
170.294	23907	0.13
170.299	23712	0.12
170.305	22000	0.12
170.311	23111	0.12
170.316	24114	0.13
170.322	23136	0.12
170.327	22696	0.12
170.333	21804	0.11
170.338	23413	0.12
170.344	23018	0.12
170.349	21231	0.11
170.355	23040	0.12
170.360	24643	0.13
170.366	22341	0.12
170.371	24871	0.13
170.377	22667	0.12
170.382	22758	0.12
170.388	23191	0.12
170.393	26555	0.14
170.399	23601	0.12
170.404	23930	0.13
170.410	22827	0.12
170.415	22873	0.12
170.421	23396	0.12
170.426	20509	0.11
170.432	23511	0.12
170.437	23178	0.12
170.443	24905	0.13
170.448	23521	0.12
170.454	23728	0.12
170.459	23403	0.12
170.465	23045	0.12
170.470	23253	0.12
170.476	23660	0.12
170.481	23254	0.12
170.487	23460	0.12
170.492	22026	0.12
170.498	21933	0.12
170.503	22746	0.12
170.509	23063	0.12
170.514	22400	0.12
170.520	23845	0.13
170.525	23696	0.12
170.531	23492	0.12
170.536	22473	0.12
170.542	23297	0.12
170.547	22707	0.12
170.553	21070	0.11
170.558	21274	0.11
170.564	24749	0.13
170.569	23983	0.13
170.575	23136	0.12
170.580	22397	0.12
170.586	22783	0.12
170.591	21620	0.11
170.597	22725	0.12
170.602	22964	0.12
170.608	22919	0.12
170.613	21787	0.11
170.619	23718	0.12
170.624	23122	0.12
170.630	22654	0.12
170.635	22479	0.12
170.641	21071	0.11
170.646	22409	0.12
170.652	23856	0.13
170.657	22136	0.12
170.662	23738	0.12
170.668	24989	0.13
170.674	25700	0.14
170.679	22884	0.12
170.685	24127	0.13
170.690	21322	0.11
170.696	24722	0.13
170.701	24701	0.13
170.707	25452	0.13
170.712	24060	0.13
170.718	25397	0.13
170.723	22665	0.12
170.729	23368	0.12
170.734	24989	0.13
170.740	23307	0.12
170.745	23885	0.13
170.751	22672	0.12
170.756	23717	0.12
170.762	22505	0.12
170.767	23478	0.12
170.773	25241	0.13
170.778	23130	0.12
170.784	22633	0.12
170.789	22568	0.12
170.795	23157	0.12
170.800	24443	0.13
170.805	23263	0.12
170.811	22918	0.12
170.817	22991	0.12
170.822	21619	0.11
170.828	23145	0.12
170.833	21608	0.11
170.839	23545	0.12
170.844	23810	0.13
170.850	21429	0.11
170.855	21977	0.12
170.861	24325	0.13
170.866	20733	0.11
170.872	21881	0.12
170.877	24909	0.13
170.883	21066	0.11
170.888	22427	0.12
170.894	22450	0.12
170.899	23304	0.12
170.905	25222	0.13
170.910	23148	0.12
170.916	22348	0.12
170.921	23399	0.12
170.927	24601	0.13
170.932	23197	0.12
170.938	23610	0.12
170.943	23314	0.12
170.949	23062	0.12
170.954	23023	0.12
170.960	22646	0.12
170.965	25165	0.13
170.971	24663	0.13
170.976	22563	0.12
170.982	24228	0.13
170.987	23038	0.12
170.993	21736	0.11
170.998	21705	0.11
171.004	21703	0.11
171.009	23657	0.12
171.015	24943	0.13
171.020	25020	0.13
171.026	24863	0.13
171.031	21412	0.11
171.037	23708	0.12
171.042	22929	0.12
171.048	22468	0.12
171.053	24048	0.13
171.059	25250	0.13
171.064	22902	0.12
171.070	23699	0.12
171.075	23202	0.12
171.081	21855	0.12
171.086	23702	0.12
171.092	24602	0.13
171.097	24023	0.13
171.103	23502	0.12
171.108	22692	0.12
171.114	22653	0.12
171.119	25484	0.13
171.125	21728	0.11
171.130	24050	0.13
171.136	24507	0.13
171.141	22213	0.12
171.147	24720	0.13
171.152	24526	0.13
171.158	24551	0.13
171.163	24965	0.13
171.168	23025	0.12
171.174	23137	0.12
171.180	23879	0.13
171.185	25928	0.14
171.191	22003	0.12
171.196	24773	0.13
171.202	22493	0.12
171.207	24757	0.13
171.213	25398	0.13
171.218	22589	0.12
171.224	22792	0.12
171.229	24434	0.13
171.235	23823	0.13
171.240	24811	0.13
171.246	22248	0.12
171.251	23091	0.12
171.257	22326	0.12
171.262	24912	0.13
171.268	23551	0.12
171.273	22909	0.12
171.279	24034	0.13
171.284	23306	0.12
171.290	25125	0.13
171.295	25448	0.13
171.301	23549	0.12
171.306	22599	0.12
171.312	22924	0.12
171.317	20963	0.11
171.323	22264	0.12
171.328	24052	0.13
171.334	23471	0.12
171.339	22701	0.12
171.345	24718	0.13
171.350	22847	0.12
171.356	25483	0.13
171.361	24147	0.13
171.367	24593	0.13
171.372	22697	0.12
171.378	22329	0.12
171.383	25319	0.13
171.389	22461	0.12
171.394	23831	0.13
171.400	25781	0.14
171.405	23583	0.12
171.411	26435	0.14
171.416	24454	0.13
171.422	25848	0.14
171.427	22705	0.12
171.433	23662	0.12
171.438	23183	0.12
171.444	22146	0.12
171.449	23969	0.13
171.455	22272	0.12
171.460	24096	0.13
171.466	22659	0.12
171.471	22990	0.12
171.477	24416	0.13
171.482	22388	0.12
171.488	21564	0.11
171.493	24626	0.13
171.499	23472	0.12
171.504	22565	0.12
171.510	21608	0.11
171.515	22697	0.12
171.521	22444	0.12
171.526	21657	0.11
171.531	21594	0.11
171.537	23658	0.12
171.543	25334	0.13
171.548	22069	0.12
171.554	23208	0.12
171.559	22823	0.12
171.565	24371	0.13
171.570	22736	0.12
171.576	21982	0.12
171.581	24623	0.13
171.587	23871	0.13
171.592	23199	0.12
171.598	22060	0.12
171.603	22735	0.12
171.609	22402	0.12
171.614	23459	0.12
171.620	23869	0.13
171.625	20700	0.11
171.631	24492	0.13
171.636	22109	0.12
171.642	24822	0.13
171.647	22064	0.12
171.653	24653	0.13
171.658	21447	0.11
171.664	22719	0.12
171.669	23824	0.13
171.674	23747	0.12
171.680	22457	0.12
171.686	22388	0.12
171.691	25961	0.14
171.697	24043	0.13
171.702	23478	0.12
171.708	21473	0.11
171.713	22948	0.12
171.719	19891	0.10
171.724	23472	0.12
171.730	22487	0.12
171.735	22892	0.12
171.741	21175	0.11
171.746	22489	0.12
171.752	23641	0.12
171.757	21539	0.11
171.763	21227	0.11
171.768	23001	0.12
171.774	24039	0.13
171.779	23251	0.12
171.785	25114	0.13
171.790	23545	0.12
171.796	21319	0.11
171.801	23356	0.12
171.807	25185	0.13
171.812	24524	0.13
171.818	22770	0.12
171.823	23045	0.12
171.829	22850	0.12
171.834	23506	0.12
171.840	24987	0.13
171.845	23881	0.13
171.851	24242	0.13
171.856	22409	0.12
171.862	23870	0.13
171.867	23642	0.12
171.873	24414	0.13
171.878	22273	0.12
171.884	23612	0.12
171.889	23187	0.12
171.895	22983	0.12
171.900	22167	0.12
171.906	22980	0.12
171.911	22331	0.12
171.917	21949	0.12
171.922	23327	0.12
171.928	25179	0.13
171.933	23656	0.12
171.939	23771	0.13
171.944	23209	0.12
171.950	23899	0.13
171.955	24659	0.13
171.961	24682	0.13
171.966	24852	0.13
171.972	23231	0.12
171.977	22471	0.12
171.983	22823	0.12
171.988	22188	0.12
171.994	22805	0.12
171.999	23487	0.12
172.005	23268	0.12
172.010	23348	0.12
172.016	21852	0.12
172.021	25279	0.13
172.027	23871	0.13
172.032	23259	0.12
172.037	22323	0.12
172.043	21960	0.12
172.049	22535	0.12
172.054	21774	0.11
172.060	24212	0.13
172.065	22902	0.12
172.071	23860	0.13
172.076	21455	0.11
172.082	21994	0.12
172.087	23431	0.12
172.093	23629	0.12
172.098	21088	0.11
172.104	24879	0.13
172.109	22118	0.12
172.115	21913	0.12
172.120	21967	0.12
172.126	22358	0.12
172.131	23430	0.12
172.137	24381	0.13
172.142	23012	0.12
172.148	22485	0.12
172.153	24774	0.13
172.159	23662	0.12
172.164	21642	0.11
172.170	22756	0.12
172.175	23640	0.12
172.180	23736	0.12
172.186	22697	0.12
172.192	22461	0.12
172.197	23375	0.12
172.203	20951	0.11
172.208	24843	0.13
172.214	23568	0.12
172.219	23020	0.12
172.225	22301	0.12
172.230	22895	0.12
172.236	23735	0.12
172.241	22516	0.12
172.247	22800	0.12
172.252	21098	0.11
172.258	22407	0.12
172.263	22880	0.12
172.269	24205	0.13
172.274	22506	0.12
172.280	23143	0.12
172.285	22025	0.12
172.291	23056	0.12
172.296	24138	0.13
172.302	22738	0.12
172.307	22776	0.12
172.313	23848	0.13
172.318	24731	0.13
172.324	23428	0.12
172.329	22280	0.12
172.335	24330	0.13
172.340	20989	0.11
172.346	23147	0.12
172.351	23108	0.12
172.357	21614	0.11
172.362	25785	0.14
172.368	24298	0.13
172.373	23812	0.13
172.379	24322	0.13
172.384	25042	0.13
172.390	23581	0.12
172.395	23475	0.12
172.401	25809	0.14
172.406	23125	0.12
172.412	23976	0.13
172.417	25587	0.13
172.423	22617	0.12
172.428	20797	0.11
172.434	22788	0.12
172.439	22692	0.12
172.445	21555	0.11
172.450	25554	0.13
172.456	24303	0.13
172.461	24817	0.13
172.467	23537	0.12
172.472	25955	0.14
172.478	24480	0.13
172.483	22965	0.12
172.489	22854	0.12
172.494	23248	0.12
172.500	22378	0.12
172.505	23144	0.12
172.511	22789	0.12
172.516	23171	0.12
172.522	23996	0.13
172.527	22615	0.12
172.533	22936	0.12
172.538	22551	0.12
172.543	21841	0.11
172.549	23272	0.12
172.555	24680	0.13
172.560	24283	0.13
172.566	23285	0.12
172.571	22381	0.12
172.577	22673	0.12
172.582	24166	0.13
172.588	24684	0.13
172.593	21448	0.11
172.599	22677	0.12
172.604	24817	0.13
172.610	23572	0.12
172.615	22393	0.12
172.621	22476	0.12
172.626	23540	0.12
172.632	22300	0.12
172.637	24224	0.13
172.643	22813	0.12
172.648	24126	0.13
172.654	21052	0.11
172.659	24439	0.13
172.665	23790	0.13
172.670	22218	0.12
172.676	22287	0.12
172.681	23599	0.12
172.687	22973	0.12
172.692	24491	0.13
172.698	22283	0.12
172.703	24305	0.13
172.709	22179	0.12
172.714	23651	0.12
172.720	25662	0.14
172.725	23333	0.12
172.731	22376	0.12
172.736	21633	0.11
172.742	23800	0.13
172.747	23625	0.12
172.753	23772	0.13
172.758	22352	0.12
172.764	23118	0.12
172.769	24759	0.13
172.775	24428	0.13
172.780	23562	0.12
172.786	22834	0.12
172.791	23028	0.12
172.797	22847	0.12
172.802	21942	0.12
172.808	21513	0.11
172.813	23210	0.12
172.819	24129	0.13
172.824	22074	0.12
172.830	22885	0.12
172.835	23340	0.12
172.841	23560	0.12
172.846	22784	0.12
172.852	22507	0.12
172.857	22281	0.12
172.863	22875	0.12
172.868	22934	0.12
172.874	22623	0.12
172.879	25228	0.13
172.885	21774	0.11
172.890	21150	0.11
172.896	22179	0.12
172.901	23970	0.13
172.906	25523	0.13
172.912	23087	0.12
172.918	23941	0.13
172.923	23824	0.13
172.929	23151	0.12
172.934	22045	0.12
172.940	25956	0.14
172.945	22529	0.12
172.951	23190	0.12
172.956	23001	0.12
172.962	22297	0.12
172.967	24932	0.13
172.973	25498	0.13
172.978	20249	0.11
172.984	25841	0.14
172.989	21335	0.11
172.995	23927	0.13
173.000	22982	0.12
173.006	23858	0.13
173.011	23227	0.12
173.017	21129	0.11
173.022	21895	0.12
173.028	21182	0.11
173.033	24036	0.13
173.039	25112	0.13
173.044	22870	0.12
173.049	23432	0.12
173.055	23833	0.13
173.061	24997	0.13
173.066	22375	0.12
173.072	23440	0.12
173.077	20544	0.11
173.083	23638	0.12
173.088	21456	0.11
173.094	23351	0.12
173.099	23033	0.12
173.105	23326	0.12
173.110	22890	0.12
173.116	23151	0.12
173.121	23968	0.13
173.127	23984	0.13
173.132	24679	0.13
173.138	22669	0.12
173.143	23646	0.12
173.149	22886	0.12
173.154	23207	0.12
173.160	26039	0.14
173.165	25708	0.14
173.171	25234	0.13
173.176	21902	0.12
173.182	22647	0.12
173.187	23037	0.12
173.193	23624	0.12
173.198	22972	0.12
173.204	21903	0.12
173.209	22626	0.12
173.215	24138	0.13
173.220	23059	0.12
173.226	21645	0.11
173.231	21493	0.11
173.237	22614	0.12
173.242	20538	0.11
173.248	21370	0.11
173.253	21301	0.11
173.259	19738	0.10
173.264	21993	0.12
173.270	20448	0.11
173.275	22974	0.12
173.281	21558	0.11
173.286	20136	0.11
173.292	20748	0.11
173.297	21923	0.12
173.303	20406	0.11
173.308	23148	0.12
173.314	21758	0.11
173.319	18866	0.10
173.325	21468	0.11
173.330	21573	0.11
173.336	18065	0.10
173.341	21316	0.11
173.347	22528	0.12
173.352	23031	0.12
173.358	21353	0.11
173.363	23863	0.13
173.369	21100	0.11
173.374	20725	0.11
173.380	21728	0.11
173.385	22577	0.12
173.391	20634	0.11
173.396	20659	0.11
173.402	23106	0.12
173.407	22668	0.12
173.412	23373	0.12
173.418	21922	0.12
173.424	21588	0.11
173.429	21800	0.11
173.435	23020	0.12
173.440	20892	0.11
173.446	21508	0.11
173.451	21557	0.11
173.457	20647	0.11
173.462	22861	0.12
173.468	20726	0.11
173.473	22414	0.12
173.479	19019	0.10
173.484	20957	0.11
173.490	20750	0.11
173.495	21972	0.12
173.501	22940	0.12
173.506	21459	0.11
173.512	21811	0.11
173.517	21031	0.11
173.523	22107	0.12
173.528	21427	0.11
173.534	22562	0.12
173.539	23233	0.12
173.545	22112	0.12
173.550	22591	0.12
173.555	22095	0.12
173.561	19036	0.10
173.567	21763	0.11
173.572	22877	0.12
173.578	23626	0.12
173.583	22213	0.12
173.589	23902	0.13
173.594	20602	0.11
173.600	21987	0.12
173.605	21284	0.11
173.611	21688	0.11
173.616	22020	0.12
173.622	21122	0.11
173.627	22451	0.12
173.633	20546	0.11
173.638	22461	0.12
173.644	22100	0.12
173.649	21666	0.11
173.655	21347	0.11
173.660	23225	0.12
173.666	23300	0.12
173.671	23098	0.12
173.677	22680	0.12
173.682	23004	0.12
173.688	22940	0.12
173.693	21821	0.11
173.699	21489	0.11
173.704	21404	0.11
173.710	21284	0.11
173.715	19817	0.10
173.721	21339	0.11
173.726	23223	0.12
173.732	20664	0.11
173.737	21591	0.11
173.743	23674	0.12
173.748	23026	0.12
173.754	21483	0.11
173.759	23180	0.12
173.765	23126	0.12
173.770	23025	0.12
173.776	20919	0.11
173.781	20302	0.11
173.787	23010	0.12
173.792	22848	0.12
173.798	22327	0.12
173.803	21333	0.11
173.809	21778	0.11
173.814	19904	0.10
173.820	21745	0.11
173.825	20388	0.11
173.831	21471	0.11
173.836	22830	0.12
173.842	21443	0.11
173.847	20700	0.11
173.853	19959	0.11
173.858	20922	0.11
173.864	22143	0.12
173.869	21683	0.11
173.875	22446	0.12
173.880	21772	0.11
173.886	21235	0.11
173.891	21555	0.11
173.897	21889	0.12
173.902	21969	0.12
173.908	21441	0.11
173.913	21076	0.11
173.918	23308	0.12
173.924	22967	0.12
173.930	21954	0.12
173.935	20236	0.11
173.941	20200	0.11
173.946	20995	0.11
173.952	20540	0.11
173.957	23063	0.12
173.963	21047	0.11
173.968	22358	0.12
173.974	21733	0.11
173.979	20863	0.11
173.985	22993	0.12
173.990	21693	0.11
173.996	24157	0.13
174.001	19101	0.10
174.007	22072	0.12
174.012	22008	0.12
174.018	22172	0.12
174.023	21762	0.11
174.029	23004	0.12
174.034	21659	0.11
174.040	22256	0.12
174.045	20267	0.11
174.051	23467	0.12
174.056	20874	0.11
174.062	23948	0.13
174.067	21701	0.11
174.073	20115	0.11
174.078	21707	0.11
174.084	20526	0.11
174.089	22325	0.12
174.095	21557	0.11
174.100	21649	0.11
174.106	23531	0.12
174.111	23026	0.12
174.117	22641	0.12
174.122	23235	0.12
174.128	22266	0.12
174.133	20177	0.11
174.139	21542	0.11
174.144	22041	0.12
174.150	22324	0.12
174.155	22542	0.12
174.161	20502	0.11
174.166	22209	0.12
174.172	21636	0.11
174.177	22430	0.12
174.183	19752	0.10
174.188	22164	0.12
174.194	21205	0.11
174.199	21024	0.11
174.205	22630	0.12
174.210	24285	0.13
174.216	22699	0.12
174.221	20422	0.11
174.227	22622	0.12
174.232	21380	0.11
174.238	22309	0.12
174.243	22662	0.12
174.249	22377	0.12
174.254	22141	0.12
174.260	21082	0.11
174.265	21210	0.11
174.271	22822	0.12
174.276	22022	0.12
174.282	22093	0.12
174.287	21060	0.11
174.293	23000	0.12
174.298	23506	0.12
174.304	21721	0.11
174.309	22264	0.12
174.315	22161	0.12
174.320	22029	0.12
174.326	22282	0.12
174.331	23422	0.12
174.337	22956	0.12
174.342	23912	0.13
174.348	21791	0.11
174.353	25025	0.13
174.359	20314	0.11
174.364	22025	0.12
174.370	21540	0.11
174.375	23876	0.13
174.381	23351	0.12
174.386	21913	0.12
174.392	22568	0.12
174.397	20451	0.11
174.403	23377	0.12
174.408	21841	0.11
174.414	22842	0.12
174.419	22307	0.12
174.424	22398	0.12
174.430	21883	0.12
174.436	22440	0.12
174.441	22123	0.12
174.447	20756	0.11
174.452	23122	0.12
174.458	21980	0.12
174.463	23744	0.12
174.469	23000	0.12
174.474	22982	0.12
174.480	22065	0.12
174.485	22380	0.12
174.491	22199	0.12
174.496	22873	0.12
174.502	21373	0.11
174.507	21681	0.11
174.513	22196	0.12
174.518	22768	0.12
174.524	21279	0.11
174.529	21036	0.11
174.535	20924	0.11
174.540	21001	0.11
174.546	20622	0.11
174.551	18014	0.09
174.557	21553	0.11
174.562	21580	0.11
174.568	21750	0.11
174.573	22674	0.12
174.579	21501	0.11
174.584	20920	0.11
174.590	21280	0.11
174.595	20415	0.11
174.601	24423	0.13
174.606	23447	0.12
174.612	23744	0.12
174.617	21336	0.11
174.623	21945	0.12
174.628	20342	0.11
174.634	22773	0.12
174.639	19451	0.10
174.645	22194	0.12
174.650	20640	0.11
174.656	21184	0.11
174.661	21751	0.11
174.667	21886	0.12
174.672	21670	0.11
174.678	21395	0.11
174.683	21518	0.11
174.689	23292	0.12
174.694	20722	0.11
174.700	23289	0.12
174.705	21424	0.11
174.711	22579	0.12
174.716	23656	0.12
174.722	21909	0.12
174.727	22372	0.12
174.733	21542	0.11
174.738	21803	0.11
174.744	20549	0.11
174.749	22306	0.12
174.755	22308	0.12
174.760	22564	0.12
174.766	22441	0.12
174.771	21754	0.11
174.777	22663	0.12
174.782	21918	0.12
174.787	22406	0.12
174.793	20597	0.11
174.799	20826	0.11
174.804	22427	0.12
174.810	22265	0.12
174.815	23177	0.12
174.821	20155	0.11
174.826	23157	0.12
174.832	23030	0.12
174.837	23253	0.12
174.843	23555	0.12
174.848	21978	0.12
174.854	23681	0.12
174.859	21713	0.11
174.865	24375	0.13
174.870	22996	0.12
174.876	21652	0.11
174.881	22722	0.12
174.887	22953	0.12
174.892	20252	0.11
174.898	24952	0.13
174.903	21840	0.11
174.909	21583	0.11
174.914	23656	0.12
174.920	22567	0.12
174.925	21831	0.11
174.930	22298	0.12
174.936	22907	0.12
174.942	23831	0.13
174.947	23364	0.12
174.953	21485	0.11
174.958	25392	0.13
174.964	20894	0.11
174.969	20171	0.11
174.975	22112	0.12
174.980	21712	0.11
174.986	21688	0.11
174.991	23401	0.12
174.997	23701	0.12
175.002	22982	0.12
175.008	23764	0.13
175.013	22765	0.12
175.019	23031	0.12
175.024	21565	0.11
175.030	22587	0.12
175.035	21963	0.12
175.041	22861	0.12
175.046	22762	0.12
175.052	24938	0.13
175.057	21920	0.12
175.063	20491	0.11
175.068	22146	0.12
175.074	22552	0.12
175.079	23005	0.12
175.085	21252	0.11
175.090	21687	0.11
175.096	21665	0.11
175.101	23164	0.12
175.107	22332	0.12
175.112	23595	0.12
175.118	23212	0.12
175.123	23345	0.12
175.129	22678	0.12
175.134	24411	0.13
175.140	21457	0.11
175.145	21839	0.11
175.151	21599	0.11
175.156	22675	0.12
175.162	24054	0.13
175.167	23058	0.12
175.173	22811	0.12
175.178	23473	0.12
175.184	22489	0.12
175.189	22060	0.12
175.195	23249	0.12
175.200	22674	0.12
175.206	23435	0.12
175.211	23423	0.12
175.217	23388	0.12
175.222	25073	0.13
175.228	25447	0.13
175.233	22224	0.12
175.239	22338	0.12
175.244	24177	0.13
175.250	22298	0.12
175.255	21877	0.12
175.261	22175	0.12
175.266	23795	0.13
175.272	24249	0.13
175.277	22753	0.12
175.283	23856	0.13
175.288	23605	0.12
175.293	22067	0.12
175.299	24461	0.13
175.305	22430	0.12
175.310	21682	0.11
175.316	23847	0.13
175.321	21136	0.11
175.327	23198	0.12
175.332	23867	0.13
175.338	22261	0.12
175.343	22340	0.12
175.349	20605	0.11
175.354	23048	0.12
175.360	23259	0.12
175.365	21670	0.11
175.371	21644	0.11
175.376	22346	0.12
175.382	23272	0.12
175.387	20830	0.11
175.393	23932	0.13
175.398	24253	0.13
175.404	23202	0.12
175.409	22129	0.12
175.415	22700	0.12
175.420	22386	0.12
175.426	23723	0.12
175.431	23455	0.12
175.437	23828	0.13
175.442	22716	0.12
175.448	24931	0.13
175.453	22454	0.12
175.459	20289	0.11
175.464	21205	0.11
175.470	21772	0.11
175.475	22493	0.12
175.481	22161	0.12
175.486	23959	0.13
175.492	23761	0.13
175.497	23853	0.13
175.503	22718	0.12
175.508	22325	0.12
175.514	22399	0.12
175.519	25021	0.13
175.525	23557	0.12
175.530	24019	0.13
175.536	23731	0.12
175.541	22145	0.12
175.547	23846	0.13
175.552	23687	0.12
175.558	24921	0.13
175.563	22885	0.12
175.569	23544	0.12
175.574	22366	0.12
175.580	23728	0.12
175.585	23323	0.12
175.591	21888	0.12
175.596	24327	0.13
175.602	23448	0.12
175.607	23669	0.12
175.613	23199	0.12
175.618	24714	0.13
175.624	21185	0.11
175.629	23294	0.12
175.635	22379	0.12
175.640	24174	0.13
175.646	21174	0.11
175.651	22872	0.12
175.657	22774	0.12
175.662	22766	0.12
175.668	22715	0.12
175.673	23980	0.13
175.679	22388	0.12
175.684	20697	0.11
175.690	20874	0.11
175.695	22185	0.12
175.701	23554	0.12
175.706	23242	0.12
175.712	24731	0.13
175.717	23560	0.12
175.723	24266	0.13
175.728	22941	0.12
175.734	24124	0.13
175.739	23196	0.12
175.745	21736	0.11
175.750	22951	0.12
175.756	22545	0.12
175.761	23027	0.12
175.767	20083	0.11
175.772	22055	0.12
175.778	21249	0.11
175.783	22772	0.12
175.789	23654	0.12
175.794	20932	0.11
175.799	22671	0.12
175.805	22009	0.12
175.811	21640	0.11
175.816	21257	0.11
175.822	25271	0.13
175.827	22634	0.12
175.833	22097	0.12
175.838	19798	0.10
175.844	21840	0.11
175.849	23821	0.13
175.855	21350	0.11
175.860	23069	0.12
175.866	23900	0.13
175.871	22710	0.12
175.877	22329	0.12
175.882	23590	0.12
175.888	23261	0.12
175.893	22176	0.12
175.899	20253	0.11
175.904	23003	0.12
175.910	22216	0.12
175.915	21010	0.11
175.921	22606	0.12
175.926	22549	0.12
175.932	24219	0.13
175.937	23778	0.13
175.943	19966	0.11
175.948	22914	0.12
175.954	23485	0.12
175.959	22718	0.12
175.965	22091	0.12
175.970	22179	0.12
175.976	20872	0.11
175.981	22980	0.12
175.987	20343	0.11
175.992	22798	0.12
175.998	22211	0.12
176.003	22117	0.12
176.009	22867	0.12
176.014	21756	0.11
176.020	22478	0.12
176.025	21968	0.12
176.031	21326	0.11
176.036	25145	0.13
176.042	23281	0.12
176.047	25291	0.13
176.053	23506	0.12
176.058	25220	0.13
176.064	21717	0.11
176.069	21005	0.11
176.075	23866	0.13
176.080	23599	0.12
176.086	20869	0.11
176.091	22281	0.12
176.097	22239	0.12
176.102	23838	0.13
176.108	20837	0.11
176.113	21835	0.11
176.119	21739	0.11
176.124	21091	0.11
176.130	21061	0.11
176.135	23331	0.12
176.141	21007	0.11
176.146	20707	0.11
176.152	24568	0.13
176.157	23810	0.13
176.162	23930	0.13
176.168	22760	0.12
176.174	23416	0.12
176.179	22982	0.12
176.185	24633	0.13
176.190	22247	0.12
176.196	22733	0.12
176.201	23137	0.12
176.207	24001	0.13
176.212	22177	0.12
176.218	24111	0.13
176.223	22736	0.12
176.229	22117	0.12
176.234	21757	0.11
176.240	22686	0.12
176.245	23801	0.13
176.251	21679	0.11
176.256	21719	0.11
176.262	24117	0.13
176.267	22817	0.12
176.273	23081	0.12
176.278	24632	0.13
176.284	22457	0.12
176.289	21891	0.12
176.295	21367	0.11
176.300	24120	0.13
176.305	21340	0.11
176.311	21980	0.12
176.317	22191	0.12
176.322	23342	0.12
176.328	20377	0.11
176.333	22900	0.12
176.339	22150	0.12
176.344	22959	0.12
176.350	21730	0.11
176.355	24286	0.13
176.361	22743	0.12
176.366	23708	0.12
176.372	24032	0.13
176.377	22202	0.12
176.383	21198	0.11
176.388	23135	0.12
176.394	25037	0.13
176.399	22509	0.12
176.405	21069	0.11
176.410	21307	0.11
176.416	21610	0.11
176.421	22450	0.12
176.427	23071	0.12
176.432	23218	0.12
176.438	21996	0.12
176.443	21340	0.11
176.449	20699	0.11
176.454	21954	0.12
176.460	23123	0.12
176.465	22025	0.12
176.471	22079	0.12
176.476	23481	0.12
176.482	22668	0.12
176.487	22927	0.12
176.493	25222	0.13
176.498	21680	0.11
176.504	22810	0.12
176.509	22251	0.12
176.515	23307	0.12
176.520	22492	0.12
176.526	23144	0.12
176.531	22364	0.12
176.537	23055	0.12
176.542	23039	0.12
176.548	21749	0.11
176.553	23274	0.12
176.559	22543	0.12
176.564	20842	0.11
176.570	22556	0.12
176.575	23266	0.12
176.581	21719	0.11
176.586	23886	0.13
176.592	23404	0.12
176.597	20949	0.11
176.603	20883	0.11
176.608	21895	0.12
176.614	23269	0.12
176.619	22815	0.12
176.625	23338	0.12
176.630	23477	0.12
176.636	22462	0.12
176.641	22091	0.12
176.647	21985	0.12
176.652	23355	0.12
176.658	21802	0.11
176.663	22425	0.12
176.668	22052	0.12
176.674	22389	0.12
176.680	22340	0.12
176.685	21139	0.11
176.691	21797	0.11
