Ret.Time, min	Absolute Intensity, A.U.	Relative Intensity
39.724	18578	0.10
39.730	20839	0.11
39.735	22811	0.12
39.741	22335	0.12
39.746	25735	0.14
39.752	26072	0.14
39.757	30331	0.16
39.763	30338	0.16
39.768	32373	0.17
39.773	33589	0.18
39.779	35359	0.19
39.785	36932	0.19
39.790	36275	0.19
39.796	36608	0.19
39.801	38263	0.20
39.807	37944	0.20
39.812	38220	0.20
39.818	37438	0.20
39.823	38268	0.20
39.829	37206	0.20
39.834	36580	0.19
39.840	33646	0.18
39.845	34646	0.18
39.851	34720	0.18
39.856	32613	0.17
39.861	32488	0.17
39.867	31851	0.17
39.873	32258	0.17
39.878	32073	0.17
39.884	32149	0.17
39.889	32296	0.17
39.895	33034	0.17
39.900	31824	0.17
39.906	33996	0.18
39.911	32697	0.17
39.916	32017	0.17
39.922	32807	0.17
39.928	31357	0.17
39.933	33057	0.17
39.939	29459	0.16
39.944	30530	0.16
39.950	28640	0.15
39.955	27319	0.14
39.961	26657	0.14
39.966	23419	0.12
39.971	23600	0.12
39.977	22173	0.12
39.983	20747	0.11
39.988	16649	0.09
39.994	17398	0.09
39.999	15748	0.08
40.005	15520	0.08
40.010	15390	0.08
40.016	14142	0.07
40.021	12439	0.07
40.026	11947	0.06
40.032	11076	0.06
40.038	10709	0.06
40.043	9238	0.05
40.049	7215	0.04
40.054	7172	0.04
40.060	7629	0.04
40.065	7703	0.04
40.071	5235	0.03
40.076	4723	0.02
40.082	5440	0.03
40.087	5229	0.03
40.093	4961	0.03
40.098	5247	0.03
40.104	5008	0.03
40.109	4871	0.03
40.115	5061	0.03
40.120	4872	0.03
40.126	5373	0.03
40.131	5380	0.03
40.137	6446	0.03
40.142	6432	0.03
40.148	8198	0.04
40.153	8829	0.05
40.159	11481	0.06
40.164	13309	0.07
40.169	19335	0.10
40.175	29100	0.15
40.181	39141	0.21
40.186	51605	0.27
40.192	71410	0.38
40.197	97754	0.51
40.203	133620	0.70
40.208	181328	0.95
40.214	233040	1.23
40.219	302200	1.59
40.224	398390	2.10
40.230	506792	2.67
40.236	629227	3.31
40.241	783808	4.13
40.247	969544	5.10
40.252	1190931	6.27
40.258	1437199	7.56
40.263	1749718	9.21
40.269	2051486	10.80
40.274	2403988	12.65
40.279	2759709	14.53
40.285	3145656	16.56
40.291	3593767	18.92
40.296	4064683	21.39
40.302	4524288	23.81
40.307	5039364	26.52
40.313	5510111	29.00
40.318	6077695	31.99
40.324	6674643	35.13
40.329	7253763	38.18
40.334	7791474	41.01
40.340	8327080	43.83
40.346	8823759	46.44
40.351	9328734	49.10
40.357	9881115	52.01
40.362	10465637	55.08
40.368	10951950	57.64
40.373	11289921	59.42
40.379	11858078	62.41
40.384	12244741	64.45
40.390	12648263	66.57
40.395	13097235	68.93
40.401	13491425	71.01
40.406	13776015	72.51
40.412	13995412	73.66
40.417	14250344	75.00
40.422	14364116	75.60
40.428	14284298	75.18
40.434	13835679	72.82
40.439	13226528	69.61
40.445	12121288	63.80
40.450	10544006	55.50
40.456	8658763	45.57
40.461	6737849	35.46
40.467	4854382	25.55
40.472	3339253	17.58
40.477	2244514	11.81
40.483	1505958	7.93
40.489	1042012	5.48
40.494	752919	3.96
40.500	574801	3.03
40.505	466540	2.46
40.511	401770	2.11
40.516	354680	1.87
40.522	321892	1.69
40.527	302590	1.59
40.532	287573	1.51
40.538	274570	1.45
40.544	261114	1.37
40.549	248949	1.31
40.555	233981	1.23
40.560	232263	1.22
40.566	217816	1.15
40.571	211391	1.11
40.577	205911	1.08
40.582	194577	1.02
40.587	186912	0.98
40.593	176097	0.93
40.599	168410	0.89
40.604	160222	0.84
40.610	152417	0.80
40.615	145370	0.77
40.621	137194	0.72
40.626	130483	0.69
40.632	124095	0.65
40.637	118822	0.63
40.643	113650	0.60
40.648	106339	0.56
40.654	109093	0.57
40.659	105526	0.56
40.665	99785	0.53
40.670	102443	0.54
40.676	102919	0.54
40.681	102317	0.54
40.687	101130	0.53
40.692	100617	0.53
40.698	103657	0.55
40.703	101703	0.54
40.709	102904	0.54
40.714	101889	0.54
40.720	100940	0.53
40.725	97695	0.51
40.730	97248	0.51
40.736	93107	0.49
40.742	91043	0.48
40.747	85378	0.45
40.753	86921	0.46
40.758	81411	0.43
40.764	76999	0.41
40.769	75145	0.40
40.775	70124	0.37
40.780	69493	0.37
40.785	64245	0.34
40.791	61403	0.32
40.797	58054	0.31
40.802	56446	0.30
40.808	56700	0.30
40.813	53230	0.28
40.819	53885	0.28
40.824	51922	0.27
40.830	52846	0.28
40.835	51854	0.27
40.840	51942	0.27
40.846	53298	0.28
40.852	52764	0.28
40.857	53339	0.28
40.863	50691	0.27
40.868	51823	0.27
40.874	52149	0.27
40.879	54040	0.28
40.885	52570	0.28
40.890	50933	0.27
40.895	50176	0.26
40.901	50724	0.27
40.907	48831	0.26
40.912	50476	0.27
40.918	51160	0.27
40.923	50258	0.26
40.929	49379	0.26
40.934	51960	0.27
40.940	52474	0.28
40.945	57162	0.30
40.951	56132	0.30
40.956	59913	0.32
40.962	60783	0.32
40.967	63960	0.34
40.973	66067	0.35
40.978	67490	0.36
40.983	68832	0.36
40.989	69417	0.37
40.995	71740	0.38
41.000	69637	0.37
41.006	71559	0.38
41.011	69482	0.37
41.017	68179	0.36
41.022	69108	0.36
41.028	68273	0.36
41.033	63615	0.33
41.038	62149	0.33
41.044	60932	0.32
41.050	59783	0.31
41.055	55786	0.29
41.061	52316	0.28
41.066	49702	0.26
41.072	46577	0.25
41.077	42678	0.22
41.083	40618	0.21
41.088	37720	0.20
41.093	34778	0.18
41.099	31370	0.17
41.105	29035	0.15
41.110	27053	0.14
41.116	25734	0.14
41.121	25977	0.14
41.127	24500	0.13
41.132	22132	0.12
41.138	20246	0.11
41.143	21370	0.11
41.148	21939	0.12
41.154	20171	0.11
41.160	18789	0.10
41.165	20524	0.11
41.171	20305	0.11
41.176	18723	0.10
41.182	18786	0.10
41.187	17276	0.09
41.193	18519	0.10
41.198	16916	0.09
41.204	17910	0.09
41.209	17986	0.09
41.215	15352	0.08
41.220	16995	0.09
41.226	18325	0.10
41.231	17037	0.09
41.236	16342	0.09
41.242	15420	0.08
41.248	15255	0.08
41.253	15116	0.08
41.259	13666	0.07
41.264	13682	0.07
41.270	14260	0.08
41.275	13869	0.07
41.281	13348	0.07
41.286	13468	0.07
41.291	16223	0.09
41.297	14411	0.08
41.303	15794	0.08
41.308	13188	0.07
41.314	13194	0.07
41.319	15186	0.08
41.325	14260	0.08
41.330	16934	0.09
41.336	17349	0.09
41.341	16259	0.09
41.346	17610	0.09
41.352	18585	0.10
41.358	19375	0.10
41.363	19211	0.10
41.369	19299	0.10
41.374	20590	0.11
41.380	23026	0.12
41.385	21177	0.11
41.391	21410	0.11
41.396	21273	0.11
41.401	22210	0.12
41.407	23185	0.12
41.413	25248	0.13
41.418	24291	0.13
41.424	23983	0.13
41.429	22588	0.12
41.435	22866	0.12
41.440	22784	0.12
41.446	21341	0.11
41.451	21487	0.11
41.457	21391	0.11
41.462	19289	0.10
41.468	18536	0.10
41.473	17325	0.09
41.479	17933	0.09
41.484	16412	0.09
41.490	16473	0.09
41.495	14586	0.08
41.501	12757	0.07
41.506	12399	0.07
41.512	12382	0.07
41.517	11232	0.06
41.523	11097	0.06
41.528	11320	0.06
41.534	11027	0.06
41.539	10618	0.06
41.544	10647	0.06
41.550	10644	0.06
41.556	12070	0.06
41.561	13214	0.07
41.567	12053	0.06
41.572	11909	0.06
41.578	14237	0.07
41.583	14970	0.08
41.589	16260	0.09
41.594	17032	0.09
41.599	18724	0.10
41.605	19022	0.10
41.611	20226	0.11
41.616	20325	0.11
41.622	22340	0.12
41.627	20982	0.11
41.633	23205	0.12
41.638	25543	0.13
41.644	26453	0.14
41.649	29581	0.16
41.654	31580	0.17
41.660	35202	0.19
41.666	34821	0.18
41.671	40055	0.21
41.677	45755	0.24
41.682	51558	0.27
41.688	55056	0.29
41.693	61093	0.32
41.699	66973	0.35
41.704	71343	0.38
41.709	78249	0.41
41.715	84471	0.44
41.721	89500	0.47
41.726	94700	0.50
41.732	101716	0.54
41.737	104278	0.55
41.743	107726	0.57
41.748	117579	0.62
41.754	120538	0.63
41.759	125433	0.66
41.765	128016	0.67
41.770	130727	0.69
41.776	129899	0.68
41.781	132082	0.70
41.787	132755	0.70
41.792	127020	0.67
41.797	125289	0.66
41.803	118326	0.62
41.809	116619	0.61
41.814	110998	0.58
41.820	102754	0.54
41.825	95659	0.50
41.831	87338	0.46
41.836	79438	0.42
41.842	73037	0.38
41.847	66263	0.35
41.852	59671	0.31
41.858	52435	0.28
41.864	50005	0.26
41.869	43523	0.23
41.875	38500	0.20
41.880	34056	0.18
41.886	32164	0.17
41.891	27293	0.14
41.897	25907	0.14
41.902	24707	0.13
41.907	22087	0.12
41.913	20355	0.11
41.919	18697	0.10
41.924	18425	0.10
41.930	17619	0.09
41.935	15846	0.08
41.941	15342	0.08
41.946	16119	0.08
41.952	15878	0.08
41.957	13758	0.07
41.962	14157	0.07
41.968	13714	0.07
41.974	14681	0.08
41.979	14483	0.08
41.985	12908	0.07
41.990	13700	0.07
41.996	13540	0.07
42.001	13542	0.07
42.007	14442	0.08
42.012	15206	0.08
42.018	14189	0.07
42.023	14610	0.08
42.029	14115	0.07
42.034	15094	0.08
42.040	13807	0.07
42.045	15422	0.08
42.051	15990	0.08
42.056	16227	0.09
42.062	16159	0.09
42.067	17760	0.09
42.073	19179	0.10
42.078	19095	0.10
42.084	21799	0.11
42.089	24050	0.13
42.095	24959	0.13
42.100	27118	0.14
42.105	30143	0.16
42.111	33457	0.18
42.117	35672	0.19
42.122	36315	0.19
42.128	39004	0.21
42.133	40874	0.22
42.139	43939	0.23
42.144	45784	0.24
42.150	47533	0.25
42.155	49202	0.26
42.160	49646	0.26
42.166	50968	0.27
42.172	56007	0.29
42.177	57411	0.30
42.183	58736	0.31
42.188	60168	0.32
42.194	61388	0.32
42.199	65617	0.35
42.205	69634	0.37
42.210	79150	0.42
42.215	81957	0.43
42.221	92468	0.49
42.227	105435	0.55
42.232	119886	0.63
42.238	136655	0.72
42.243	152833	0.80
42.249	174003	0.92
42.254	196879	1.04
42.260	221819	1.17
42.265	247925	1.30
42.271	276404	1.45
42.276	298807	1.57
42.282	328447	1.73
42.287	346009	1.82
42.293	368404	1.94
42.298	390676	2.06
42.304	411764	2.17
42.309	420825	2.21
42.315	432307	2.28
42.320	430986	2.27
42.326	421880	2.22
42.331	412892	2.17
42.337	405741	2.14
42.342	382498	2.01
42.348	361040	1.90
42.353	335345	1.77
42.358	309806	1.63
42.364	279791	1.47
42.370	262896	1.38
42.375	237874	1.25
42.381	210569	1.11
42.386	192630	1.01
42.392	170541	0.90
42.397	157018	0.83
42.403	135567	0.71
42.408	121674	0.64
42.413	110660	0.58
42.419	96089	0.51
42.425	86380	0.45
42.430	78112	0.41
42.436	71046	0.37
42.441	61127	0.32
42.447	54017	0.28
42.452	50657	0.27
42.458	47073	0.25
42.463	43930	0.23
42.468	40873	0.22
42.474	38994	0.21
42.480	38014	0.20
42.485	33610	0.18
42.491	32514	0.17
42.496	31699	0.17
42.502	29241	0.15
42.507	29067	0.15
42.513	29254	0.15
42.518	27872	0.15
42.523	27273	0.14
42.529	27450	0.14
42.535	25365	0.13
42.540	27265	0.14
42.546	25764	0.14
42.551	28562	0.15
42.557	27584	0.15
42.562	26094	0.14
42.568	26477	0.14
42.573	26913	0.14
42.579	26764	0.14
42.584	23726	0.12
42.590	25248	0.13
42.595	24570	0.13
42.601	23544	0.12
42.606	22126	0.12
42.611	18537	0.10
42.617	19435	0.10
42.623	19139	0.10
42.628	16415	0.09
42.634	16947	0.09
42.639	16123	0.08
42.645	16126	0.08
42.650	14311	0.08
42.656	13805	0.07
42.661	13793	0.07
42.666	11465	0.06
42.672	11129	0.06
42.678	11595	0.06
42.683	10459	0.06
42.689	10637	0.06
42.694	10707	0.06
42.700	10304	0.05
42.705	10356	0.05
42.711	10477	0.06
42.716	10290	0.05
42.721	10203	0.05
42.727	10490	0.06
42.733	10614	0.06
42.738	10389	0.05
42.744	10237	0.05
42.749	10864	0.06
42.755	9918	0.05
42.760	10278	0.05
42.766	12231	0.06
42.771	14231	0.07
42.776	13762	0.07
42.782	18440	0.10
42.788	22902	0.12
42.793	28489	0.15
42.799	34489	0.18
42.804	36722	0.19
42.810	45093	0.24
42.815	55191	0.29
42.821	64196	0.34
42.826	73707	0.39
42.832	86296	0.45
42.837	98028	0.52
42.843	108930	0.57
42.848	121372	0.64
42.854	130976	0.69
42.859	146740	0.77
42.865	156655	0.82
42.870	164977	0.87
42.876	175179	0.92
42.881	181826	0.96
42.887	188185	0.99
42.892	195456	1.03
42.898	198691	1.05
42.903	201100	1.06
42.909	199238	1.05
42.914	201141	1.06
42.919	203968	1.07
42.925	215553	1.13
42.931	216710	1.14
42.936	235713	1.24
42.942	253782	1.34
42.947	277589	1.46
42.953	307326	1.62
42.958	348922	1.84
42.964	402222	2.12
42.969	457159	2.41
42.974	519965	2.74
42.980	592306	3.12
42.986	679921	3.58
42.991	767331	4.04
42.997	851780	4.48
43.002	958883	5.05
43.008	1042901	5.49
43.013	1147690	6.04
43.019	1217981	6.41
43.024	1280805	6.74
43.029	1334127	7.02
43.035	1377762	7.25
43.041	1411351	7.43
43.046	1426748	7.51
43.052	1414557	7.45
43.057	1376144	7.24
43.063	1312267	6.91
43.068	1237533	6.51
43.074	1158811	6.10
43.079	1065349	5.61
43.085	983422	5.18
43.090	871519	4.59
43.096	761709	4.01
43.101	675285	3.55
43.107	591077	3.11
43.112	514019	2.71
43.118	438244	2.31
43.123	385041	2.03
43.129	328887	1.73
43.134	277084	1.46
43.140	243296	1.28
43.145	212101	1.12
43.151	186090	0.98
43.156	164737	0.87
43.162	149890	0.79
43.167	138973	0.73
43.172	131549	0.69
43.178	127911	0.67
43.184	122255	0.64
43.189	120857	0.64
43.195	119079	0.63
43.200	116653	0.61
43.206	116389	0.61
43.211	118132	0.62
43.217	115992	0.61
43.222	118094	0.62
43.227	116505	0.61
43.233	114227	0.60
43.239	112048	0.59
43.244	109390	0.58
43.250	107860	0.57
43.255	103765	0.55
43.261	98928	0.52
43.266	92122	0.48
43.272	90500	0.48
43.277	83708	0.44
43.282	79482	0.42
43.288	73913	0.39
43.294	71089	0.37
43.299	67982	0.36
43.305	66261	0.35
43.310	61847	0.33
43.316	61117	0.32
43.321	58058	0.31
43.327	55610	0.29
43.332	55109	0.29
43.337	55113	0.29
43.343	53504	0.28
43.349	55043	0.29
43.354	54573	0.29
43.360	54761	0.29
43.365	51118	0.27
43.371	50718	0.27
43.376	50891	0.27
43.382	48096	0.25
43.387	47386	0.25
43.393	44111	0.23
43.398	45083	0.24
43.404	41477	0.22
43.409	41545	0.22
43.415	40461	0.21
43.420	38906	0.20
43.426	36737	0.19
43.431	32934	0.17
43.437	34077	0.18
43.442	32843	0.17
43.448	36782	0.19
43.453	35909	0.19
43.459	37313	0.20
43.464	43263	0.23
43.470	47838	0.25
43.475	54402	0.29
43.480	62104	0.33
43.486	69396	0.37
43.492	83061	0.44
43.497	95391	0.50
43.503	108948	0.57
43.508	122925	0.65
43.514	140360	0.74
43.519	157502	0.83
43.525	176177	0.93
43.530	191435	1.01
43.535	209334	1.10
43.541	223326	1.18
43.547	233207	1.23
43.552	242228	1.27
43.558	249685	1.31
43.563	256911	1.35
43.569	261349	1.38
43.574	261575	1.38
43.580	256010	1.35
43.585	249364	1.31
43.590	243690	1.28
43.596	235961	1.24
43.602	218681	1.15
43.607	206262	1.09
43.613	194684	1.02
43.618	177054	0.93
43.624	167329	0.88
43.629	147335	0.78
43.635	134548	0.71
43.640	120727	0.64
43.646	107281	0.56
43.651	98065	0.52
43.657	91155	0.48
43.662	80707	0.42
43.668	76138	0.40
43.673	68217	0.36
43.679	62988	0.33
43.684	56112	0.30
43.690	53567	0.28
43.695	51115	0.27
43.701	43850	0.23
43.706	44227	0.23
43.712	37724	0.20
43.717	36224	0.19
43.723	36266	0.19
43.728	33937	0.18
43.733	30706	0.16
43.739	29563	0.16
43.745	28289	0.15
43.750	27813	0.15
43.756	29605	0.16
43.761	30793	0.16
43.767	30598	0.16
43.772	31852	0.17
43.778	31038	0.16
43.783	31743	0.17
43.788	33550	0.18
43.794	35620	0.19
43.800	34585	0.18
43.805	36366	0.19
43.811	41908	0.22
43.816	41371	0.22
43.822	42439	0.22
43.827	44981	0.24
43.833	44297	0.23
43.838	46032	0.24
43.843	48389	0.25
43.849	47786	0.25
43.855	51993	0.27
43.860	53274	0.28
43.866	58658	0.31
43.871	64282	0.34
43.877	69227	0.36
43.882	81570	0.43
43.888	92396	0.49
43.893	108023	0.57
43.899	123715	0.65
43.904	145178	0.76
43.910	166145	0.87
43.915	190214	1.00
43.921	218795	1.15
43.926	249528	1.31
43.932	283267	1.49
43.937	322396	1.70
43.943	355473	1.87
43.948	395607	2.08
43.954	429580	2.26
43.959	466072	2.45
43.965	502308	2.64
43.970	536107	2.82
43.976	573499	3.02
43.981	618761	3.26
43.986	656435	3.46
43.992	687142	3.62
43.998	726549	3.82
44.003	767151	4.04
44.009	814534	4.29
44.014	874999	4.61
44.020	929144	4.89
44.025	980034	5.16
44.031	1043635	5.49
44.036	1114872	5.87
44.041	1196165	6.30
44.047	1263093	6.65
44.053	1358205	7.15
44.058	1434697	7.55
44.064	1528096	8.04
44.069	1594535	8.39
44.075	1667056	8.77
44.080	1677973	8.83
44.086	1688610	8.89
44.091	1691588	8.90
44.096	1672621	8.80
44.102	1646973	8.67
44.108	1588333	8.36
44.113	1505894	7.93
44.119	1423509	7.49
44.124	1325330	6.98
44.130	1206045	6.35
44.135	1105799	5.82
44.141	986786	5.19
44.146	877314	4.62
44.151	764856	4.03
44.157	664138	3.50
44.163	585098	3.08
44.168	494197	2.60
44.174	443886	2.34
44.179	388866	2.05
44.185	353164	1.86
44.190	322290	1.70
44.196	312650	1.65
44.201	306004	1.61
44.207	314148	1.65
44.212	323964	1.71
44.218	338663	1.78
44.223	363821	1.91
44.229	383266	2.02
44.234	415418	2.19
44.240	454781	2.39
44.245	477187	2.51
44.251	515343	2.71
44.256	538279	2.83
44.262	557944	2.94
44.267	579261	3.05
44.273	591424	3.11
44.278	595813	3.14
44.284	607922	3.20
44.289	596435	3.14
44.294	585062	3.08
44.300	556804	2.93
44.306	534788	2.81
44.311	499480	2.63
44.317	468446	2.47
44.322	433309	2.28
44.328	393109	2.07
44.333	348942	1.84
44.339	319443	1.68
44.344	282215	1.49
44.349	249339	1.31
44.355	219099	1.15
44.361	188145	0.99
44.366	164356	0.87
44.372	146116	0.77
44.377	129899	0.68
44.383	115253	0.61
44.388	103635	0.55
44.394	93692	0.49
44.399	85335	0.45
44.404	76639	0.40
44.410	70808	0.37
44.416	67555	0.36
44.421	64348	0.34
44.427	57011	0.30
44.432	57595	0.30
44.438	52660	0.28
44.443	52472	0.28
44.449	45840	0.24
44.454	45949	0.24
44.460	42870	0.23
44.465	40690	0.21
44.471	39564	0.21
44.476	37119	0.20
44.482	33435	0.18
44.487	33635	0.18
44.493	31717	0.17
44.498	30807	0.16
44.504	29159	0.15
44.509	29723	0.16
44.515	27060	0.14
44.520	26894	0.14
44.526	24956	0.13
44.531	25468	0.13
44.537	28700	0.15
44.542	28739	0.15
44.547	31347	0.16
44.553	32650	0.17
44.559	36345	0.19
44.564	40831	0.21
44.570	45617	0.24
44.575	52565	0.28
44.581	61111	0.32
44.586	74553	0.39
44.592	93252	0.49
44.597	112023	0.59
44.602	136173	0.72
44.608	164933	0.87
44.614	202103	1.06
44.619	240276	1.26
44.625	292891	1.54
44.630	342893	1.80
44.636	395708	2.08
44.641	444061	2.34
44.647	506069	2.66
44.652	569644	3.00
44.657	631751	3.33
44.663	691566	3.64
44.669	742496	3.91
44.674	798406	4.20
44.680	832217	4.38
44.685	884410	4.65
44.691	909347	4.79
44.696	939559	4.95
44.702	948665	4.99
44.707	941426	4.95
44.713	912538	4.80
44.718	890290	4.69
44.724	837952	4.41
44.729	791330	4.16
44.735	745993	3.93
44.740	679646	3.58
44.746	620972	3.27
44.751	549972	2.89
44.757	492811	2.59
44.762	436000	2.29
44.768	381710	2.01
44.773	334877	1.76
44.779	289045	1.52
44.784	252855	1.33
44.790	220286	1.16
44.795	189321	1.00
44.801	166317	0.88
44.806	150421	0.79
44.812	131767	0.69
44.817	120422	0.63
44.823	109531	0.58
44.828	102960	0.54
44.834	96505	0.51
44.839	94014	0.49
44.845	90545	0.48
44.850	85583	0.45
44.855	88257	0.46
44.861	86721	0.46
44.867	86885	0.46
44.872	93253	0.49
44.878	97465	0.51
44.883	104164	0.55
44.889	114205	0.60
44.894	123600	0.65
44.900	137564	0.72
44.905	154580	0.81
44.910	173719	0.91
44.916	196641	1.03
44.922	218474	1.15
44.927	238486	1.26
44.933	268757	1.41
44.938	295511	1.56
44.944	317781	1.67
44.949	339723	1.79
44.955	359032	1.89
44.960	380579	2.00
44.965	400380	2.11
44.971	418296	2.20
44.977	436355	2.30
44.982	439744	2.31
44.988	440053	2.32
44.993	445350	2.34
44.999	439585	2.31
45.004	432631	2.28
45.010	424215	2.23
45.015	415060	2.18
45.021	403688	2.12
45.026	385115	2.03
45.032	372669	1.96
45.037	361265	1.90
45.043	357467	1.88
45.048	349763	1.84
45.054	344646	1.81
45.059	344942	1.82
45.065	346431	1.82
45.070	350422	1.84
45.076	357826	1.88
45.081	367535	1.93
45.087	380208	2.00
45.092	388913	2.05
45.098	400810	2.11
45.103	409825	2.16
45.108	415826	2.19
45.114	418060	2.20
45.120	421435	2.22
45.125	418933	2.20
45.131	413387	2.18
45.136	409683	2.16
45.142	397376	2.09
45.147	380817	2.00
45.153	365607	1.92
45.158	346058	1.82
45.163	327138	1.72
45.169	301715	1.59
45.175	277122	1.46
45.180	257925	1.36
45.186	237234	1.25
45.191	213214	1.12
45.197	197050	1.04
45.202	176212	0.93
45.208	155729	0.82
45.213	141102	0.74
45.218	124264	0.65
45.224	109261	0.58
45.230	98219	0.52
45.235	87239	0.46
45.241	79093	0.42
45.246	73005	0.38
45.252	62550	0.33
45.257	58375	0.31
45.263	54964	0.29
45.268	46139	0.24
45.274	45274	0.24
45.279	40349	0.21
45.285	36295	0.19
45.290	36307	0.19
45.296	34557	0.18
45.301	32902	0.17
45.307	29572	0.16
45.312	29125	0.15
45.318	27753	0.15
45.323	28416	0.15
45.329	28115	0.15
45.334	30097	0.16
45.340	33428	0.18
45.345	38346	0.20
45.351	45588	0.24
45.356	53876	0.28
45.361	66179	0.35
45.367	84120	0.44
45.373	101973	0.54
45.378	124796	0.66
45.384	154093	0.81
45.389	193070	1.02
45.395	237361	1.25
45.400	287171	1.51
45.406	339781	1.79
45.411	413515	2.18
45.416	494637	2.60
45.422	575418	3.03
45.428	685393	3.61
45.433	796011	4.19
45.439	903219	4.75
45.444	1042202	5.49
45.450	1168343	6.15
45.455	1288957	6.78
45.461	1418326	7.47
45.466	1566685	8.25
45.471	1681982	8.85
45.477	1784683	9.39
45.483	1896189	9.98
45.488	1968047	10.36
45.494	2024469	10.66
45.499	2094130	11.02
45.505	2102025	11.06
45.510	2099301	11.05
45.516	2105046	11.08
45.521	2035745	10.71
45.526	1956055	10.30
45.532	1863410	9.81
45.538	1752895	9.23
45.543	1625282	8.55
45.549	1475375	7.77
45.554	1330745	7.00
45.560	1194503	6.29
45.565	1046963	5.51
45.571	921386	4.85
45.576	803401	4.23
45.582	697423	3.67
45.587	606913	3.19
45.593	528220	2.78
45.598	448416	2.36
45.604	385362	2.03
45.609	334563	1.76
45.615	296187	1.56
45.620	261502	1.38
45.626	235059	1.24
45.631	215796	1.14
45.637	199935	1.05
45.642	184120	0.97
45.648	167687	0.88
45.653	159432	0.84
45.659	147525	0.78
45.664	137817	0.73
45.669	129171	0.68
45.675	121116	0.64
45.681	111280	0.59
45.686	108047	0.57
45.692	101156	0.53
45.697	94729	0.50
45.703	89430	0.47
45.708	83646	0.44
45.714	76243	0.40
45.719	74061	0.39
45.724	68621	0.36
45.730	66807	0.35
45.736	61412	0.32
45.741	60515	0.32
45.747	55683	0.29
45.752	56199	0.30
45.758	52918	0.28
45.763	56144	0.30
45.769	56913	0.30
45.774	60005	0.32
45.779	62384	0.33
45.785	71074	0.37
45.791	75521	0.40
45.796	86387	0.45
45.802	98237	0.52
45.807	110275	0.58
45.813	128615	0.68
45.818	143155	0.75
45.824	165491	0.87
45.829	183304	0.96
45.835	209771	1.10
45.840	235706	1.24
45.846	264526	1.39
45.851	286258	1.51
45.857	309841	1.63
45.862	329426	1.73
45.868	354440	1.87
45.873	372770	1.96
45.879	392125	2.06
45.884	410494	2.16
45.890	413476	2.18
45.895	416666	2.19
45.901	414346	2.18
45.906	408585	2.15
45.912	398045	2.10
45.917	382348	2.01
45.922	372130	1.96
45.928	347495	1.83
45.934	319073	1.68
45.939	298009	1.57
45.945	270581	1.42
45.950	249177	1.31
45.956	223325	1.18
45.961	202224	1.06
45.967	179846	0.95
45.972	157099	0.83
45.977	141377	0.74
45.983	124953	0.66
45.989	113195	0.60
45.994	99457	0.52
46.000	93084	0.49
46.005	81609	0.43
46.011	74669	0.39
46.016	67409	0.35
46.022	64276	0.34
46.027	58813	0.31
46.032	54201	0.29
46.038	50617	0.27
46.044	49841	0.26
46.049	46869	0.25
46.055	44174	0.23
46.060	45366	0.24
46.066	44939	0.24
46.071	41807	0.22
46.077	39495	0.21
46.082	39682	0.21
46.088	38899	0.20
46.093	38417	0.20
46.099	36068	0.19
46.104	33192	0.17
46.110	35813	0.19
46.115	33013	0.17
46.121	32194	0.17
46.126	32065	0.17
46.132	32609	0.17
46.137	28753	0.15
46.143	29922	0.16
46.148	27443	0.14
46.154	27772	0.15
46.159	27901	0.15
46.165	26904	0.14
46.170	27504	0.14
46.176	27229	0.14
46.181	26171	0.14
46.187	26223	0.14
