Time690,690K,Time728,728K,Time759,759K,Time854,854K,Time866,866K,Time899,899K
16.426,103.22,5.4001,195.6,4.8246,189.17,4.5168,170.12,4.2173,168.45,2.6954,164.15
16.426,103.66,5.4131,195.6,4.9009,189.12,4.5254,170.11,4.2221,168.48,2.6979,164.15
16.427,104.03,5.4997,195.55,4.933,189.11,4.5379,170.1,4.2276,168.49,2.701,164.16
16.427,104.43,5.5,195.55,5,189.08,4.5503,170.08,4.2362,168.49,2.7025,164.16
16.427,105.36,5.5106,195.55,5.02,189.08,4.5616,170.07,4.2448,168.48,2.7038,164.16
16.428,106.84,5.5691,195.55,5.1036,189.06,4.5717,170.06,4.2512,168.48,2.7053,164.16
16.428,108.11,5.6071,195.55,5.1995,189.03,4.5851,170.05,4.2568,168.47,2.7116,164.15
16.428,108.95,5.6733,195.55,5.2061,189.02,4.6004,170.03,4.2647,168.47,2.7195,164.14
16.429,109.68,5.7034,195.54,5.3989,188.89,4.6136,170.02,4.2748,168.46,2.7251,164.13
16.429,110.38,5.7606,195.52,5.4031,188.89,4.6487,169.99,4.2849,168.44,2.7294,164.13
16.429,111.11,5.8032,195.5,5.4771,188.86,4.6707,169.97,4.2951,168.43,2.7359,164.12
16.429,111.83,5.8736,195.48,5.5,188.86,4.6998,169.95,4.3031,168.43,2.7427,164.11
16.429,112.36,5.907,195.47,5.5061,188.85,4.7051,169.94,4.311,168.42,2.7495,164.1
16.429,112.89,5.9959,195.41,5.5999,188.76,4.7338,169.9,4.3225,168.41,2.7563,164.09
16.43,113.5,6,195.41,5.6025,188.76,4.7664,169.84,4.3339,168.4,2.7631,164.08
16.43,115.34,6.0062,195.41,5.6431,188.74,4.8006,169.79,4.3454,168.39,2.7699,164.07
16.43,116.41,6.0842,195.4,5.7036,188.72,4.8188,169.76,4.3653,168.37,2.7767,164.05
16.43,117.15,6.2031,195.38,5.7999,188.7,4.8896,169.64,4.3972,168.34,2.7835,164.04
16.431,119.4,6.2705,195.36,5.8046,188.7,4.9009,169.62,4.4343,168.31,2.7912,164.03
16.431,121.23,6.3055,195.34,5.8702,188.65,4.9191,169.6,4.4715,168.28,2.8,164.02
16.431,122.28,6.417,195.28,5.9014,188.63,4.9954,169.54,4.4999,168.25,2.8023,164.01
16.432,123.33,6.5,195.23,5.9269,188.64,5,169.53,4.5,168.25,2.8138,163.99
16.432,124.21,6.5068,195.23,6,188.64,5.0111,169.52,4.5057,168.25,2.8267,163.95
16.432,126.11,6.5988,195.23,6.0093,188.64,5.0663,169.47,4.5378,168.23,2.8396,163.92
16.432,128.34,6.6038,195.23,6.0966,188.59,5.1002,169.43,4.5703,168.2,2.871,163.84
16.432,130.08,6.6696,195.21,6.1023,188.59,5.1144,169.41,4.6018,168.18,2.8988,163.78
16.432,131.23,6.7053,195.19,6.143,188.59,5.1935,169.3,4.6152,168.17,2.9007,163.77
16.433,134,6.802,195.16,6.2007,188.58,5.2021,169.29,4.6285,168.16,2.9115,163.76
16.433,136.59,6.8849,195.15,6.2169,188.57,5.2394,169.26,4.6415,168.15,2.9467,163.71
16.433,137.94,6.903,195.15,6.398,188.42,5.3611,169.16,4.6944,168.1,2.9847,163.66
16.433,139.11,6.9585,195.13,6.401,188.42,5.5,169.04,4.7713,168.03,3,163.64
16.433,140.49,7,195.11,6.4151,188.43,5.5144,169.02,4.8477,167.97,3.0034,163.64
16.433,141.61,7.0068,195.11,6.5,188.5,5.6014,168.92,4.8998,167.92,3.0292,163.63
16.433,142.45,7.0976,195.12,6.509,188.5,5.6516,168.85,4.9043,167.92,3.072,163.6
16.433,143.16,7.1011,195.12,6.5861,188.5,5.7035,168.78,4.9695,167.87,3.1001,163.59
16.433,143.83,7.1241,195.11,6.6034,188.49,5.7852,168.68,5,167.85,3.1054,163.58
16.433,144.49,7.2002,195.05,6.6501,188.45,5.8044,168.66,5.0051,167.85,3.1568,163.5
16.433,145.12,7.2156,195.05,6.7005,188.4,5.8679,168.62,5.0763,167.76,3.2039,163.43
16.433,145.73,7.3,195.01,6.7136,188.39,6,168.53,5.1069,167.72,3.2172,163.41
16.433,146.3,7.3052,195.01,6.7999,188.36,6.0164,168.52,5.1868,167.64,3.2576,163.34
16.433,146.86,7.357,195.03,6.803,188.36,6.1036,168.44,5.2027,167.62,3.3001,163.27
16.433,148.56,7.4033,195.04,6.8509,188.31,6.2429,168.35,5.2554,167.59,3.3115,163.25
16.433,149.97,7.4693,195.04,6.9055,188.26,6.3109,168.3,5.3034,167.55,3.3654,163.18
16.433,150.95,7.5,195.04,6.9998,188.18,6.5,168.11,5.3953,167.5,3.4001,163.13
16.433,151.75,7.6021,195.04,7,188.18,6.6043,168,5.4025,167.5,3.4081,163.13
16.433,152.42,7.6339,195.02,7.0046,188.18,6.6987,167.92,5.4386,167.44,3.4875,163.09
16.433,153.22,7.7009,194.98,7.0686,188.17,6.7121,167.91,5.5,167.34,3.5,163.08
16.433,154.88,7.7261,194.96,7.2129,188.16,6.9004,167.79,5.5107,167.33,3.5044,163.07
16.433,155.96,7.8,194.89,7.3007,188.14,6.9211,167.76,5.6,167.24,3.56,162.99
16.433,156.73,7.8051,194.9,7.3321,188.12,7,167.67,5.6067,167.24,3.6024,162.92
16.433,157.6,7.8521,194.9,7.4016,188.09,7.1009,167.55,5.6925,167.21,3.66,162.83
16.434,159.72,7.9009,194.91,7.4608,188.06,7.1224,167.54,5.7068,167.2,3.701,162.76
16.434,161.07,7.9262,194.92,7.5,188.05,7.2008,167.5,5.7998,167.14,3.722,162.74
16.434,162.05,8,194.96,7.5063,188.04,7.22,167.51,5.8032,167.13,3.8002,162.69
16.434,162.76,8.0079,194.96,7.5944,187.95,7.3001,167.52,5.8603,167.06,3.8227,162.66
16.434,163.37,8.0999,194.96,7.601,187.95,7.3044,167.52,6,166.89,3.9975,162.5
16.434,164.24,8.1027,194.96,7.621,187.95,7.3427,167.48,6.0133,166.88,4,162.5
16.434,165.99,8.1393,194.93,7.7,187.94,7.4016,167.42,6.1,166.82,4.0245,162.47
16.434,167.05,8.2005,194.88,7.7058,187.94,7.4292,167.37,6.107,166.82,4.1004,162.39
16.434,167.79,8.2195,194.87,7.7922,187.98,7.5,167.25,6.1997,166.81,4.1171,162.37
16.434,168.52,8.3007,194.83,7.8017,187.98,7.5036,167.25,6.2028,166.8,4.2004,162.31
16.434,169.55,8.3159,194.84,7.8273,187.96,7.5419,167.22,6.2545,166.76,4.228,162.29
16.434,171.21,8.4005,194.86,7.9011,187.91,7.6013,167.18,6.301,166.72,4.3001,162.22
16.434,172.4,8.4255,194.86,7.932,187.88,7.6284,167.18,6.3244,166.68,4.3052,162.21
16.434,173.36,8.5,194.86,8,187.81,7.7001,167.17,6.4001,166.56,4.3736,162.08
16.434,174.18,8.6019,194.85,8.0058,187.81,7.7122,167.16,6.4077,166.56,4.4008,162.03
16.434,174.99,8.6332,194.84,8.0621,187.8,7.7999,167.1,6.4994,166.49,4.4177,162.01
16.434,175.84,8.701,194.8,8.1043,187.79,7.8078,167.09,6.5,166.49,4.5,161.92
16.434,177.02,8.7339,194.79,8.1916,187.79,8,166.9,6.5286,166.47,4.5242,161.9
16.434,177.86,8.8005,194.76,8.2016,187.79,8.1014,166.8,6.7,166.32,4.7001,161.74
16.434,178.36,8.818,194.77,8.2232,187.77,8.1338,166.78,6.7062,166.32,4.7185,161.72
16.434,178.78,8.9006,194.78,8.3002,187.71,8.203,166.75,6.7984,166.29,4.9002,161.52
16.434,179.17,8.9158,194.77,8.3162,187.7,8.2999,166.72,6.8019,166.28,4.919,161.5
16.434,179.71,9,194.72,8.4008,187.66,8.313,166.71,6.8348,166.25,5,161.44
16.434,180.12,9.0256,194.71,8.445,187.64,8.4,166.7,6.9012,166.18,5.0223,161.42
16.434,180.51,9.1013,194.67,8.5,187.62,8.4028,166.7,6.9308,166.14,5.1005,161.35
16.434,181.34,9.1421,194.64,8.5186,187.61,8.4393,166.65,7,166.04,5.1238,161.32
16.434,182.01,9.2014,194.6,8.6029,187.56,8.5,166.58,7.0113,166.03,5.2007,161.22
16.434,182.53,9.2299,194.59,8.665,187.55,8.6013,166.47,7.0999,165.94,5.2222,161.18
16.434,183.16,9.3001,194.57,8.8028,187.51,8.6274,166.45,7.1025,165.94,5.3003,161.04
16.434,183.67,9.3075,194.57,8.8618,187.48,8.7008,166.42,7.1428,165.93,5.3145,161.02
16.434,184.3,9.3944,194.62,8.9058,187.46,8.7371,166.39,7.2023,165.92,5.4,160.91
16.434,184.89,9.4011,194.62,9,187.42,8.8008,166.35,7.2681,165.9,5.4077,160.9
16.435,186.24,9.4204,194.61,9.1044,187.38,8.8417,166.32,7.3009,165.89,5.4991,160.84
16.435,187.08,9.5,194.56,9.198,187.31,8.902,166.27,7.3238,165.87,5.5,160.84
16.435,187.79,9.5331,194.54,9.2054,187.31,8.9425,166.25,7.4004,165.8,5.5228,160.82
16.435,189.3,9.6016,194.51,9.2839,187.29,9,166.22,7.4276,165.78,5.6025,160.78
16.435,190.08,9.6426,194.51,9.4015,187.26,9.007,166.21,7.5,165.7,5.6612,160.73
16.435,190.72,9.7011,194.49,9.4405,187.24,9.1001,166.12,7.5087,165.69,5.8006,160.6
16.435,191.46,9.7241,194.47,9.5,187.21,9.1309,166.09,7.5999,165.63,5.8203,160.57
16.436,192.04,9.8003,194.41,9.6033,187.15,9.3024,165.95,7.6081,165.63,5.9002,160.45
16.436,192.34,9.8129,194.4,9.6999,187.12,9.356,165.93,7.7,165.6,5.927,160.42
16.436,192.61,10,194.34,9.7065,187.11,9.4064,165.92,7.7064,165.59,6,160.33
16.436,192.86,10.107,194.31,9.7992,187.05,9.5,165.87,7.8549,165.49,6.0072,160.32
16.436,193.09,10.2,194.26,9.8046,187.04,9.7024,165.77,7.9074,165.46,6.142,160.25
16.436,193.3,10.208,194.26,9.8844,187.01,9.7495,165.72,7.9997,165.41,6.2025,160.21
16.436,193.47,10.399,194.25,9.9037,187.01,9.8038,165.67,8,165.41,6.2473,160.17
16.436,193.67,10.403,194.25,9.9627,187.01,9.8974,165.56,8.0109,165.41,6.3015,160.11
16.436,193.91,10.436,194.23,10,187.01,9.9015,165.56,8.0999,165.39,6.3336,160.06
16.437,194.11,10.5,194.18,10.014,187,9.9263,165.55,8.1057,165.39,6.4007,159.96
16.437,194.27,10.506,194.18,10.1,186.96,10,165.54,8.1889,165.33,6.4242,159.94
16.437,194.42,10.598,194.16,10.107,186.95,10.011,165.53,8.2276,165.31,6.5,159.85
16.437,194.56,10.607,194.16,10.2,186.86,10.1,165.49,8.3011,165.27,6.507,159.85
16.437,194.7,10.699,194.17,10.204,186.86,10.105,165.49,8.3368,165.27,6.5997,159.8
16.437,194.83,10.703,194.17,10.259,186.83,10.199,165.41,8.4007,165.26,6.6056,159.79
16.437,194.95,10.761,194.14,10.31,186.82,10.212,165.4,8.4277,165.24,6.7482,159.67
16.437,195.07,10.901,194.07,10.401,186.81,10.303,165.34,8.5,165.21,6.807,159.61
16.438,195.17,10.932,194.07,10.426,186.8,10.398,165.26,8.5194,165.2,6.9003,159.51
16.438,195.3,11,194.07,10.5,186.77,10.421,165.25,8.6004,165.17,6.9314,159.48
16.438,195.46,11.011,194.06,10.52,186.76,10.5,165.19,8.6355,165.15,7,159.42
16.438,195.73,11.192,193.95,10.601,186.71,10.528,165.18,8.702,165.12,7.4006,159.06
16.438,195.95,11.201,193.94,10.672,186.68,10.601,165.14,8.7954,165.09,7.4272,159.05
16.439,196.1,11.229,193.95,10.9,186.59,10.64,165.11,8.8044,165.09,7.5,159.01
16.439,196.24,11.3,193.95,10.918,186.59,10.702,165.06,8.8971,165.02,7.5289,159
16.439,196.37,11.315,193.94,11,186.58,10.743,165.04,8.9077,165.02,7.6008,158.97
16.439,196.58,11.4,193.9,11.014,186.58,10.803,165.01,8.9975,165,7.6243,158.95
16.44,196.75,11.411,193.89,11.101,186.54,10.9,164.95,9,165,7.7003,158.88
16.44,196.92,11.5,193.78,11.124,186.52,10.902,164.95,9.0094,165,7.7183,158.86
16.44,197.08,11.5,193.78,11.2,186.46,10.939,164.95,9.1982,164.87,7.8,158.76
16.44,197.23,11.503,193.79,11.21,186.46,11,164.97,9.2015,164.87,7.8106,158.75
16.441,197.35,11.535,193.8,11.378,186.44,11.008,164.96,9.2256,164.87,7.8999,158.67
16.441,197.47,11.601,193.84,11.411,186.43,11.1,164.92,9.3001,164.89,7.9062,158.66
16.441,197.59,11.639,193.84,11.5,186.41,11.103,164.91,9.3057,164.88,7.9945,158.63
16.441,197.7,11.7,193.86,11.505,186.41,11.137,164.87,9.3902,164.82,8,158.63
16.441,197.81,11.705,193.85,11.555,186.35,11.2,164.78,9.4048,164.81,8.0068,158.62
16.442,197.92,11.757,193.79,11.603,186.29,11.215,164.77,9.5,164.77,8.0995,158.54
16.442,198.02,11.803,193.74,11.675,186.23,11.301,164.7,9.603,164.71,8.1022,158.54
16.442,198.13,11.845,193.72,11.704,186.21,11.343,164.67,9.7,164.65,8.1433,158.47
16.442,198.23,11.9,193.7,11.756,186.2,11.402,164.64,9.7187,164.63,8.2004,158.38
16.443,198.33,11.913,193.71,11.812,186.18,11.449,164.62,9.9001,164.48,8.212,158.37
16.443,198.42,12,193.73,11.9,186.17,11.5,164.6,9.9087,164.47,8.4607,158.19
16.443,198.52,12.027,193.73,11.917,186.17,11.521,164.6,9.9999,164.44,8.5,158.17
16.443,198.61,12.101,193.73,12,186.12,11.601,164.59,10,164.44,8.5088,158.16
16.443,198.7,12.126,193.73,12.053,186.08,11.637,164.57,10.021,164.43,8.6,158.13
16.444,198.78,12.2,193.71,12.102,186.05,11.701,164.54,10.1,164.39,8.6067,158.13
16.444,198.87,12.212,193.71,12.142,186.04,11.727,164.51,10.12,164.37,8.7,158.06
16.444,198.97,12.3,193.64,12.202,186.04,12,164.24,10.3,164.22,8.7205,158.04
16.445,199.23,12.307,193.63,12.281,186.02,12,164.24,10.31,164.22,8.8004,157.97
16.446,199.46,12.398,193.52,12.302,186.01,12.008,164.24,10.4,164.17,8.8303,157.94
16.446,199.68,12.414,193.5,12.345,185.98,12.1,164.2,10.429,164.15,8.9007,157.86
16.447,199.97,12.5,193.41,12.404,185.94,12.103,164.2,10.5,164.1,8.9454,157.82
16.449,200.31,12.503,193.41,12.5,185.86,12.153,164.2,10.511,164.09,9,157.78
16.45,200.57,12.55,193.4,12.5,185.86,12.201,164.21,10.6,164,9.0082,157.77
16.451,200.73,12.601,193.39,12.512,185.85,12.223,164.21,10.623,163.98,9.1916,157.67
16.452,200.91,12.627,193.4,12.6,185.8,12.301,164.18,10.7,163.92,9.2029,157.66
16.454,201.16,12.8,193.43,12.606,185.8,12.329,164.16,10.708,163.92,9.2501,157.6
16.457,201.42,12.811,193.43,12.695,185.81,12.409,164.11,10.799,163.9,9.3015,157.53
16.459,201.61,12.998,193.39,12.704,185.8,12.5,164.03,10.805,163.9,9.3314,157.51
