,"690 K",,"728 K",,"759 K",,"854 K",,"866 K",,"899 K"
29.00000000,156.14000000,29.00000000,73.01100000,29.00000000,33.11400000,31.00000000,58.27300000,31.00000000,?,30.00000000,67.60300000
29.10000000,153.16000000,29.10000000,73.05700000,29.10000000,33.31200000,31.10000000,58.56100000,31.10000000,58.44600000,30.10000000,67.55000000
29.20000000,151.67000000,29.20000000,73.16700000,29.20000000,33.52700000,31.20000000,58.85300000,31.20000000,58.66600000,30.20000000,67.50900000
29.30000000,148.84000000,29.30000000,73.22100000,29.30000000,33.72700000,31.30000000,59.14200000,31.30000000,58.90300000,30.30000000,67.45800000
29.40000000,145.43000000,29.40000000,73.18000000,29.40000000,33.90400000,31.40000000,59.40200000,31.40000000,59.11100000,30.40000000,67.39900000
29.50000000,142.75000000,29.50000000,73.20500000,29.50000000,34.08900000,31.50000000,59.66700000,31.50000000,59.27900000,30.50000000,67.33700000
29.60000000,140.03000000,29.60000000,73.34400000,29.60000000,34.28600000,31.60000000,59.94400000,31.60000000,59.46400000,30.60000000,67.27300000
29.70000000,137.12000000,29.70000000,73.40200000,29.70000000,34.48900000,31.70000000,60.20100000,31.70000000,59.65100000,30.70000000,67.18700000
29.80000000,133.88000000,29.80000000,73.34600000,29.80000000,34.69300000,31.80000000,60.43600000,31.80000000,59.83100000,30.80000000,67.09100000
29.90000000,130.94000000,29.90000000,73.39000000,29.90000000,34.89100000,31.90000000,60.68500000,31.90000000,60.02400000,30.90000000,67.01800000
30.00000000,128.60000000,30.00000000,73.54700000,30.00000000,35.09500000,32.00000000,60.94300000,32.00000000,60.21100000,31.00000000,66.95400000
30.10000000,126.31000000,30.10000000,73.62700000,30.10000000,35.32500000,32.10000000,61.17000000,32.10000000,60.38000000,31.10000000,66.87400000
30.20000000,123.97000000,30.20000000,73.58400000,30.20000000,35.55200000,32.20000000,61.39600000,32.20000000,60.51900000,31.20000000,66.76200000
30.30000000,121.01000000,30.30000000,73.57900000,30.30000000,35.76700000,32.30000000,61.62400000,32.30000000,60.65100000,31.30000000,66.64700000
30.40000000,118.19000000,30.40000000,73.72500000,30.40000000,35.99300000,32.40000000,61.81600000,32.40000000,60.80100000,31.40000000,66.56000000
30.50000000,116.10000000,30.50000000,73.86400000,30.50000000,36.23100000,32.50000000,62.00900000,32.50000000,60.94800000,31.50000000,66.48300000
30.60000000,114.23000000,30.60000000,73.86700000,30.60000000,36.46200000,32.60000000,62.20300000,32.60000000,61.09000000,31.60000000,66.38700000
30.70000000,111.69000000,30.70000000,73.83900000,30.70000000,36.68600000,32.70000000,62.38800000,32.70000000,61.21100000,31.70000000,66.27900000
30.80000000,109.49000000,30.80000000,73.96200000,30.80000000,36.91900000,32.80000000,62.55700000,32.80000000,61.30200000,31.80000000,66.17500000
30.90000000,107.54000000,30.90000000,74.15300000,30.90000000,37.16800000,32.90000000,62.71400000,32.90000000,61.39900000,31.90000000,66.08300000
31.00000000,105.23000000,31.00000000,74.17200000,31.00000000,37.42600000,33.00000000,62.88400000,33.00000000,61.51600000,32.00000000,65.99500000
31.10000000,103.32000000,31.10000000,74.11800000,31.10000000,37.65400000,33.10000000,63.06000000,33.10000000,61.61600000,32.10000000,65.90200000
31.20000000,101.15000000,31.20000000,74.23000000,31.20000000,37.88400000,33.20000000,63.20000000,33.20000000,61.69600000,32.20000000,65.80500000
31.30000000,98.53000000,31.30000000,74.44800000,31.30000000,38.14500000,33.30000000,63.32000000,33.30000000,61.76600000,32.30000000,65.70800000
31.40000000,96.41000000,31.40000000,74.52600000,31.40000000,38.40500000,33.40000000,63.45100000,33.40000000,61.81500000,32.40000000,65.62500000
31.50000000,94.97700000,31.50000000,74.49000000,31.50000000,38.66100000,33.50000000,63.59000000,33.50000000,61.87400000,32.50000000,65.54700000
31.60000000,93.31500000,31.60000000,74.56900000,31.60000000,38.90000000,33.60000000,63.70800000,33.60000000,61.94600000,32.60000000,65.44800000
31.70000000,91.02700000,31.70000000,74.75000000,31.70000000,39.13600000,33.70000000,63.79700000,33.70000000,61.99300000,32.70000000,65.35700000
31.80000000,88.93600000,31.80000000,74.87600000,31.80000000,39.40700000,33.80000000,63.86400000,33.80000000,62.02000000,32.80000000,65.27100000
31.90000000,87.23700000,31.90000000,74.90100000,31.90000000,39.69300000,33.90000000,63.94800000,33.90000000,62.05300000,32.90000000,65.17500000
32.00000000,85.44200000,32.00000000,74.93300000,32.00000000,39.97200000,34.00000000,64.02800000,34.00000000,62.09600000,33.00000000,65.09700000
32.10000000,83.71600000,32.10000000,75.09600000,32.10000000,40.22700000,34.10000000,64.08600000,34.10000000,62.12000000,33.10000000,65.02200000
32.20000000,82.11800000,32.20000000,75.25900000,32.20000000,40.45700000,34.20000000,64.14200000,34.20000000,62.12300000,33.20000000,64.92600000
32.30000000,80.19200000,32.30000000,75.29700000,32.30000000,40.71500000,34.30000000,64.17300000,34.30000000,62.14300000,33.30000000,64.84200000
32.40000000,78.75200000,32.40000000,75.35600000,32.40000000,41.00100000,34.40000000,64.19600000,34.40000000,62.16200000,33.40000000,64.78100000
32.50000000,77.60600000,32.50000000,75.51200000,32.50000000,41.28600000,34.50000000,64.24500000,34.50000000,62.14600000,33.50000000,64.70800000
32.60000000,75.85200000,32.60000000,75.68400000,32.60000000,41.56700000,34.60000000,64.28000000,34.60000000,62.11400000,33.60000000,64.63400000
32.70000000,74.24400000,32.70000000,75.78300000,32.70000000,41.84300000,34.70000000,64.27900000,34.70000000,62.09900000,33.70000000,64.56100000
32.80000000,72.99600000,32.80000000,75.80100000,32.80000000,42.12600000,34.80000000,64.26800000,34.80000000,62.08200000,33.80000000,64.46700000
32.90000000,71.92900000,32.90000000,75.91100000,32.90000000,42.41000000,34.90000000,64.23900000,34.90000000,62.05600000,33.90000000,64.38700000
33.00000000,70.93500000,33.00000000,76.12600000,33.00000000,42.68900000,35.00000000,64.23600000,35.00000000,62.02000000,34.00000000,64.32000000
33.10000000,69.52200000,33.10000000,76.24900000,33.10000000,42.98700000,35.10000000,64.22400000,35.10000000,61.96100000,34.10000000,64.25100000
33.20000000,68.06500000,33.20000000,76.29700000,33.20000000,43.30600000,35.20000000,64.17300000,35.20000000,61.90300000,34.20000000,64.19200000
33.30000000,66.73300000,33.30000000,76.41400000,33.30000000,43.60400000,35.30000000,64.11400000,35.30000000,61.85700000,34.30000000,64.12100000
33.40000000,65.57600000,33.40000000,76.62400000,33.40000000,43.89000000,35.40000000,64.05500000,35.40000000,61.80600000,34.40000000,64.03400000
33.50000000,64.57600000,33.50000000,76.79200000,33.50000000,44.19300000,35.50000000,64.00400000,35.50000000,61.76100000,34.50000000,63.96400000
33.60000000,63.39400000,33.60000000,76.84300000,33.60000000,44.49800000,35.60000000,63.93400000,35.60000000,61.69700000,34.60000000,63.90200000
33.70000000,62.28400000,33.70000000,76.93400000,33.70000000,44.79800000,35.70000000,63.85300000,35.70000000,61.61000000,34.70000000,63.83800000
33.80000000,61.32000000,33.80000000,77.14600000,33.80000000,45.12000000,35.80000000,63.77100000,35.80000000,61.51700000,34.80000000,63.78700000
33.90000000,60.56200000,33.90000000,77.36400000,33.90000000,45.43600000,35.90000000,63.66600000,35.90000000,61.42100000,34.90000000,63.73600000
34.00000000,59.62400000,34.00000000,77.46500000,34.00000000,45.72500000,36.00000000,63.58000000,36.00000000,61.33100000,35.00000000,63.67900000
34.10000000,58.60300000,34.10000000,77.53000000,34.10000000,46.03100000,36.10000000,63.48300000,36.10000000,61.23800000,35.10000000,63.63100000
34.20000000,57.56000000,34.20000000,77.72200000,34.20000000,46.34700000,36.20000000,63.37100000,36.20000000,61.15500000,35.20000000,63.58900000
34.30000000,56.55400000,34.30000000,77.95900000,34.30000000,46.64800000,36.30000000,63.26400000,36.30000000,61.05900000,35.30000000,63.54000000
34.40000000,55.69800000,34.40000000,78.09500000,34.40000000,46.95900000,36.40000000,63.15200000,36.40000000,60.95100000,35.40000000,63.48100000
34.50000000,54.85100000,34.50000000,78.16700000,34.50000000,47.28300000,36.50000000,63.03800000,36.50000000,60.83900000,35.50000000,63.43800000
34.60000000,53.94700000,34.60000000,78.32500000,34.60000000,47.58800000,36.60000000,62.91800000,36.60000000,60.74200000,35.60000000,63.39000000
34.70000000,53.24300000,34.70000000,78.58500000,34.70000000,47.88500000,36.70000000,62.78900000,36.70000000,60.66200000,35.70000000,63.33200000
34.80000000,52.74700000,34.80000000,78.78400000,34.80000000,48.19700000,36.80000000,62.65300000,36.80000000,60.57100000,35.80000000,63.27000000
34.90000000,52.09500000,34.90000000,78.87200000,34.90000000,48.52600000,36.90000000,62.52900000,36.90000000,60.45600000,35.90000000,63.20000000
35.00000000,51.32700000,35.00000000,78.97700000,35.00000000,48.85400000,37.00000000,62.40700000,37.00000000,60.34000000,36.00000000,63.15500000
35.10000000,50.40100000,35.10000000,79.21300000,35.10000000,49.15300000,37.10000000,62.26400000,37.10000000,60.23500000,36.10000000,63.11500000
35.20000000,49.54400000,35.20000000,79.47500000,35.20000000,49.45400000,37.20000000,62.11400000,37.20000000,60.12800000,36.20000000,63.08500000
35.30000000,48.90100000,35.30000000,79.61500000,35.30000000,49.77700000,37.30000000,61.99300000,37.30000000,60.02900000,36.30000000,63.05000000
35.40000000,48.44200000,35.40000000,79.70000000,35.40000000,50.09100000,37.40000000,61.87000000,37.40000000,59.91200000,36.40000000,62.99900000
35.50000000,47.92500000,35.50000000,79.85300000,35.50000000,50.39200000,37.50000000,61.72300000,37.50000000,59.80100000,36.50000000,62.95800000
35.60000000,47.28300000,35.60000000,80.12700000,35.60000000,50.67900000,37.60000000,61.58300000,37.60000000,59.70500000,36.60000000,62.91900000
35.70000000,46.62000000,35.70000000,80.39200000,35.70000000,50.98400000,37.70000000,61.45700000,37.70000000,59.60100000,36.70000000,62.87300000
35.80000000,45.92900000,35.80000000,80.51300000,35.80000000,51.31100000,37.80000000,61.31500000,37.80000000,59.48500000,36.80000000,62.82000000
35.90000000,45.24100000,35.90000000,80.62500000,35.90000000,51.62700000,37.90000000,61.15200000,37.90000000,59.37200000,36.90000000,62.76500000
36.00000000,44.62600000,36.00000000,80.87200000,36.00000000,51.92700000,38.00000000,60.99600000,38.00000000,59.27900000,37.00000000,62.72600000
36.10000000,44.10100000,36.10000000,81.14700000,36.10000000,52.23000000,38.10000000,60.85200000,38.10000000,59.18000000,37.10000000,62.69800000
36.20000000,43.68800000,36.20000000,81.33700000,36.20000000,52.53500000,38.20000000,60.68600000,38.20000000,59.08300000,37.20000000,62.66100000
36.30000000,43.31100000,36.30000000,81.45900000,36.30000000,52.84100000,38.30000000,60.52800000,38.30000000,58.97100000,37.30000000,62.62600000
36.40000000,42.73700000,36.40000000,81.63200000,36.40000000,53.15500000,38.40000000,60.39400000,38.40000000,58.84700000,37.40000000,62.57800000
36.50000000,42.04100000,36.50000000,81.90600000,36.50000000,53.44700000,38.50000000,60.24700000,38.50000000,58.73800000,37.50000000,62.52800000
36.60000000,41.41900000,36.60000000,82.17600000,36.60000000,53.73400000,38.60000000,60.08600000,38.60000000,58.63900000,37.60000000,62.47400000
36.70000000,41.04900000,36.70000000,82.34600000,36.70000000,54.03600000,38.70000000,59.92800000,38.70000000,58.54700000,37.70000000,62.43000000
36.80000000,40.84700000,36.80000000,82.47100000,36.80000000,54.34200000,38.80000000,59.77200000,38.80000000,58.44000000,37.80000000,62.38800000
36.90000000,40.48100000,36.90000000,82.70200000,36.90000000,54.62100000,38.90000000,59.62800000,38.90000000,58.34300000,37.90000000,62.35100000
37.00000000,39.90100000,37.00000000,83.01800000,37.00000000,54.87500000,39.00000000,59.48500000,39.00000000,58.25000000,38.00000000,62.31600000
37.10000000,39.27400000,37.10000000,83.26800000,37.10000000,55.14900000,39.10000000,59.32500000,39.10000000,58.13400000,38.10000000,62.26500000
37.20000000,38.80800000,37.20000000,83.40900000,37.20000000,55.43700000,39.20000000,59.16700000,39.20000000,58.03000000,38.20000000,62.23800000
37.30000000,38.54600000,37.30000000,83.56200000,37.30000000,55.72400000,39.30000000,59.01000000,39.30000000,57.93400000,38.30000000,62.20800000
37.40000000,38.25700000,37.40000000,83.81700000,37.40000000,55.98700000,39.40000000,58.84700000,39.40000000,57.83700000,38.40000000,62.16000000
37.50000000,37.80900000,37.50000000,84.11500000,37.50000000,56.23900000,39.50000000,58.69400000,39.50000000,57.74400000,38.50000000,62.10900000
37.60000000,37.34200000,37.60000000,84.32900000,37.60000000,56.52000000,39.60000000,58.56300000,39.60000000,57.66600000,38.60000000,62.06700000
37.70000000,36.88700000,37.70000000,84.47800000,37.70000000,56.78000000,39.70000000,58.41000000,39.70000000,57.59100000,38.70000000,62.04700000
37.80000000,36.47700000,37.80000000,84.67700000,37.80000000,57.01300000,39.80000000,58.23700000,39.80000000,57.50500000,38.80000000,62.01200000
37.90000000,36.22300000,37.90000000,84.96100000,37.90000000,57.26800000,39.90000000,58.09400000,39.90000000,57.40500000,38.90000000,61.96100000
38.00000000,35.95900000,38.00000000,85.26200000,38.00000000,57.52500000,40.00000000,57.95300000,40.00000000,57.32000000,39.00000000,61.91400000
38.10000000,35.52200000,38.10000000,85.47800000,38.10000000,57.75800000,40.10000000,57.81900000,40.10000000,57.25900000,39.10000000,61.87300000
38.20000000,35.05300000,38.20000000,85.64700000,38.20000000,57.98600000,40.20000000,57.69500000,40.20000000,57.18000000,39.20000000,61.83400000
38.30000000,34.69400000,38.30000000,85.86400000,38.30000000,58.20600000,40.30000000,57.55100000,40.30000000,57.07600000,39.30000000,61.80700000
38.40000000,34.42600000,38.40000000,86.15700000,38.40000000,58.43600000,40.40000000,57.40800000,40.40000000,56.96600000,39.40000000,61.76900000
38.50000000,34.21300000,38.50000000,86.45900000,38.50000000,58.66900000,40.50000000,57.27400000,40.50000000,56.89200000,39.50000000,61.71600000
38.60000000,33.98800000,38.60000000,86.66800000,38.60000000,58.88900000,40.60000000,57.13000000,40.60000000,56.83000000,39.60000000,61.67500000
38.70000000,33.59600000,38.70000000,86.84200000,38.70000000,59.10100000,40.70000000,56.99300000,40.70000000,56.75000000,39.70000000,61.64100000
38.80000000,33.10300000,38.80000000,87.10200000,38.80000000,59.28800000,40.80000000,56.87500000,40.80000000,56.68000000,39.80000000,61.61300000
38.90000000,32.80500000,38.90000000,87.43000000,38.90000000,59.46900000,40.90000000,56.75200000,40.90000000,56.59600000,39.90000000,61.58400000
39.00000000,32.69900000,39.00000000,87.72100000,39.00000000,59.68800000,41.00000000,56.60900000,41.00000000,56.51800000,40.00000000,61.55400000
39.10000000,32.51600000,39.10000000,87.92300000,39.10000000,59.89900000,41.10000000,56.47600000,41.10000000,56.46000000,40.10000000,61.49800000
39.20000000,32.15700000,39.20000000,88.09700000,39.20000000,60.05600000,41.20000000,56.35000000,41.20000000,56.38700000,40.20000000,61.46800000
39.30000000,31.76000000,39.30000000,88.33700000,39.30000000,60.20800000,41.30000000,56.21500000,41.30000000,56.31500000,40.30000000,61.46300000
39.40000000,31.47100000,39.40000000,88.65900000,39.40000000,60.37700000,41.40000000,56.09200000,41.40000000,56.25600000,40.40000000,61.42800000
39.50000000,31.30500000,39.50000000,88.98300000,39.50000000,60.54600000,41.50000000,55.98300000,41.50000000,56.19100000,40.50000000,61.39400000
39.60000000,31.16200000,39.60000000,89.21600000,39.60000000,60.70300000,41.60000000,55.88300000,41.60000000,56.13300000,40.60000000,61.33800000
39.70000000,30.88700000,39.70000000,89.40900000,39.70000000,60.84800000,41.70000000,55.78100000,41.70000000,56.07100000,40.70000000,61.29700000
39.80000000,30.49300000,39.80000000,89.65900000,39.80000000,60.97200000,41.80000000,55.67700000,41.80000000,56.00900000,40.80000000,61.28300000
39.90000000,30.25100000,39.90000000,89.95100000,39.90000000,61.10800000,41.90000000,55.57500000,41.90000000,55.95300000,40.90000000,61.25100000
40.00000000,30.20100000,40.00000000,90.24900000,40.00000000,61.25900000,42.00000000,55.47000000,42.00000000,55.90800000,41.00000000,61.22200000
40.10000000,30.01000000,40.10000000,90.52200000,40.10000000,61.39200000,42.10000000,55.36800000,42.10000000,55.87000000,41.10000000,61.19000000
40.20000000,29.63000000,40.20000000,90.76000000,40.20000000,61.48300000,42.20000000,55.26900000,42.20000000,55.81900000,41.20000000,61.14400000
40.30000000,29.32500000,40.30000000,91.01800000,40.30000000,61.55900000,42.30000000,55.15900000,42.30000000,55.77400000,41.30000000,61.10900000
40.40000000,29.19800000,40.40000000,91.30500000,40.40000000,61.65000000,42.40000000,55.04800000,42.40000000,55.74200000,41.40000000,61.09300000
40.50000000,29.11000000,40.50000000,91.61000000,40.50000000,61.75100000,42.50000000,54.95400000,42.50000000,55.70600000,41.50000000,61.07000000
40.60000000,28.93600000,40.60000000,91.89900000,40.60000000,61.83500000,42.60000000,54.87100000,42.60000000,55.66300000,41.60000000,61.04600000
40.70000000,28.63800000,40.70000000,92.12100000,40.70000000,61.89100000,42.70000000,54.79200000,42.70000000,55.63900000,41.70000000,61.00800000
40.80000000,28.30900000,40.80000000,92.37300000,40.80000000,61.94700000,42.80000000,54.72300000,42.80000000,55.60700000,41.80000000,60.96800000
40.90000000,28.19600000,40.90000000,92.68400000,40.90000000,62.00700000,42.90000000,54.64500000,42.90000000,55.57200000,41.90000000,60.94300000
41.00000000,28.18200000,41.00000000,93.00100000,41.00000000,62.06500000,43.00000000,54.56000000,43.00000000,55.54400000,42.00000000,60.91400000
41.10000000,27.94900000,41.10000000,93.31700000,41.10000000,62.11000000,43.10000000,54.47700000,43.10000000,55.51400000,42.10000000,60.87100000
41.20000000,27.66200000,41.20000000,93.57900000,41.20000000,62.13000000,43.20000000,54.39400000,43.20000000,55.47600000,42.20000000,60.84200000
41.30000000,27.51800000,41.30000000,93.81500000,41.30000000,62.14600000,43.30000000,54.30200000,43.30000000,55.44100000,42.30000000,60.83600000
41.40000000,27.43800000,41.40000000,94.10200000,41.40000000,62.16900000,43.40000000,54.22700000,43.40000000,55.41500000,42.40000000,60.81000000
41.50000000,27.29000000,41.50000000,94.45000000,41.50000000,62.18000000,43.50000000,54.16900000,43.50000000,55.39600000,42.50000000,60.78200000
41.60000000,27.06200000,41.60000000,94.78900000,41.60000000,62.17800000,43.60000000,54.09300000,43.60000000,55.36900000,42.60000000,60.74800000
41.70000000,26.91200000,41.70000000,95.06700000,41.70000000,62.16700000,43.70000000,54.03100000,43.70000000,55.33700000,42.70000000,60.71500000
41.80000000,26.79700000,41.80000000,95.31600000,41.80000000,62.15400000,43.80000000,53.97500000,43.80000000,55.31500000,42.80000000,60.68400000
41.90000000,26.68400000,41.90000000,95.57600000,41.90000000,62.15100000,43.90000000,53.91600000,43.90000000,55.29400000,42.90000000,60.64600000
42.00000000,26.54300000,42.00000000,95.89000000,42.00000000,62.12700000,44.00000000,53.86300000,44.00000000,55.28100000,43.00000000,60.63300000
42.10000000,26.31500000,42.10000000,96.23600000,42.10000000,62.07800000,44.10000000,53.80700000,44.10000000,55.25300000,43.10000000,60.61900000
42.20000000,26.17800000,42.20000000,96.56000000,42.20000000,62.02800000,44.20000000,53.75200000,44.20000000,55.20500000,43.20000000,60.58100000
42.30000000,26.15100000,42.30000000,96.82700000,42.30000000,61.98800000,44.30000000,53.71600000,44.30000000,55.17900000,43.30000000,60.55300000
42.40000000,26.04400000,42.40000000,97.05800000,42.40000000,61.94200000,44.40000000,53.70400000,44.40000000,55.17800000,43.40000000,60.52500000
42.50000000,25.80200000,42.50000000,97.34000000,42.50000000,61.86500000,44.50000000,53.66200000,44.50000000,55.15500000,43.50000000,60.50200000
42.60000000,25.66300000,42.60000000,97.69300000,42.60000000,61.79100000,44.60000000,53.61300000,44.60000000,55.11100000,43.60000000,60.47100000
42.70000000,25.70100000,42.70000000,98.05200000,42.70000000,61.73300000,44.70000000,53.56600000,44.70000000,55.07100000,43.70000000,60.43100000
42.80000000,25.61500000,42.80000000,98.36100000,42.80000000,61.65800000,44.80000000,53.52200000,44.80000000,55.04500000,43.80000000,60.40400000
42.90000000,25.35200000,42.90000000,98.62900000,42.90000000,61.56700000,44.90000000,53.48800000,44.90000000,55.02800000,43.90000000,60.38300000
43.00000000,25.23800000,43.00000000,98.90400000,43.00000000,61.48300000,45.00000000,53.46000000,45.00000000,55.00700000,44.00000000,60.34900000
43.10000000,25.25800000,43.10000000,99.22000000,43.10000000,61.39500000,45.10000000,53.43100000,45.10000000,54.97200000,44.10000000,60.30900000
43.20000000,25.17600000,43.20000000,99.57000000,43.20000000,61.32500000,45.20000000,53.39100000,45.20000000,54.92400000,44.20000000,60.27700000
43.30000000,25.02300000,43.30000000,99.89700000,43.30000000,61.23900000,45.30000000,53.35900000,45.30000000,54.90000000,44.30000000,60.25200000
43.40000000,24.91100000,43.40000000,100.19000000,43.40000000,61.13600000,45.40000000,53.33700000,45.40000000,54.87600000,44.40000000,60.24600000
43.50000000,24.87300000,43.50000000,100.45000000,43.50000000,61.04400000,45.50000000,53.31800000,45.50000000,54.85200000,44.50000000,60.24600000
43.60000000,24.81400000,43.60000000,100.71000000,43.60000000,60.94200000,45.60000000,53.29000000,45.60000000,54.82300000,44.60000000,60.21800000
43.70000000,24.74100000,43.70000000,101.02000000,43.70000000,60.84900000,45.70000000,53.24900000,45.70000000,54.77200000,44.70000000,60.16300000
43.80000000,24.61900000,43.80000000,101.36000000,43.80000000,60.74100000,45.80000000,53.22200000,45.80000000,54.73600000,44.80000000,60.11000000
43.90000000,24.51900000,43.90000000,101.68000000,43.90000000,60.62300000,45.90000000,53.20900000,45.90000000,54.70100000,44.90000000,60.08400000
44.00000000,24.49300000,44.00000000,101.96000000,44.00000000,60.53000000,46.00000000,53.19200000,46.00000000,54.66700000,45.00000000,60.06100000
44.10000000,24.46500000,44.10000000,102.24000000,44.10000000,60.42800000,46.10000000,53.16300000,46.10000000,54.64800000,45.10000000,60.03000000
44.20000000,24.36300000,44.20000000,102.51000000,44.20000000,60.30700000,46.20000000,53.13300000,46.20000000,54.62200000,45.20000000,60.01300000
44.30000000,24.24100000,44.30000000,102.79000000,44.30000000,60.18400000,46.30000000,53.10500000,46.30000000,54.57600000,45.30000000,59.98400000
44.40000000,24.25300000,44.40000000,103.12000000,44.40000000,60.06900000,46.40000000,53.08200000,46.40000000,54.53100000,45.40000000,59.94200000
44.50000000,24.22900000,44.50000000,103.45000000,44.50000000,59.94800000,46.50000000,53.06900000,46.50000000,54.49800000,45.50000000,59.91900000
44.60000000,24.09800000,44.60000000,103.71000000,44.60000000,59.82200000,46.60000000,53.04300000,46.60000000,54.47900000,45.60000000,59.89000000
44.70000000,24.00700000,44.70000000,103.93000000,44.70000000,59.69300000,46.70000000,53.00300000,46.70000000,54.45300000,45.70000000,59.83700000
44.80000000,24.02800000,44.80000000,104.17000000,44.80000000,59.55600000,46.80000000,52.96800000,46.80000000,54.39900000,45.80000000,59.80700000
44.90000000,24.03900000,44.90000000,104.44000000,44.90000000,59.42600000,46.90000000,52.93200000,46.90000000,54.35800000,45.90000000,59.78600000
45.00000000,23.91000000,45.00000000,104.74000000,45.00000000,59.29500000,47.00000000,52.90100000,47.00000000,54.32900000,46.00000000,59.76400000
45.10000000,23.80400000,45.10000000,105.04000000,45.10000000,59.15200000,47.10000000,52.88700000,47.10000000,54.28700000,46.10000000,59.72900000
45.20000000,23.85500000,45.20000000,105.29000000,45.20000000,59.02600000,47.20000000,52.86300000,47.20000000,54.24300000,46.20000000,59.67600000
45.30000000,23.88600000,45.30000000,105.50000000,45.30000000,58.91700000,47.30000000,52.83600000,47.30000000,54.22500000,46.30000000,59.63600000
45.40000000,23.76100000,45.40000000,105.73000000,45.40000000,58.79300000,47.40000000,52.80200000,47.40000000,54.21200000,46.40000000,59.60600000
45.50000000,23.65000000,45.50000000,105.98000000,45.50000000,58.65300000,47.50000000,52.75400000,47.50000000,54.17300000,46.50000000,59.58000000
45.60000000,23.70900000,45.60000000,106.23000000,45.60000000,58.50400000,47.60000000,52.72400000,47.60000000,54.11700000,46.60000000,59.55300000
45.70000000,23.74500000,45.70000000,106.48000000,45.70000000,58.37300000,47.70000000,52.70500000,47.70000000,54.08000000,46.70000000,59.51300000
45.80000000,23.62700000,45.80000000,106.71000000,45.80000000,58.23300000,47.80000000,52.67800000,47.80000000,54.06200000,46.80000000,59.48000000
45.90000000,23.55500000,45.90000000,106.93000000,45.90000000,58.07700000,47.90000000,52.64000000,47.90000000,54.04300000,46.90000000,59.44800000
46.00000000,23.59000000,46.00000000,107.11000000,46.00000000,57.92800000,48.00000000,52.59700000,48.00000000,54.01600000,47.00000000,59.41300000
46.10000000,23.59800000,46.10000000,107.31000000,46.10000000,57.78200000,48.10000000,52.56000000,48.10000000,53.95900000,47.10000000,59.38900000
46.20000000,23.51700000,46.20000000,107.54000000,46.20000000,57.63800000,48.20000000,52.53400000,48.20000000,53.90800000,47.20000000,59.35100000
46.30000000,23.48000000,46.30000000,107.79000000,46.30000000,57.48800000,48.30000000,52.50900000,48.30000000,53.89300000,47.30000000,59.31200000
46.40000000,23.50800000,46.40000000,108.01000000,46.40000000,57.32400000,48.40000000,52.47500000,48.40000000,53.88200000,47.40000000,59.28400000
46.50000000,23.50900000,46.50000000,108.19000000,46.50000000,57.15300000,48.50000000,52.44700000,48.50000000,53.85200000,47.50000000,59.24900000
46.60000000,23.45300000,46.60000000,108.34000000,46.60000000,56.99700000,48.60000000,52.41600000,48.60000000,53.81000000,47.60000000,59.22000000
46.70000000,23.43400000,46.70000000,108.49000000,46.70000000,56.86000000,48.70000000,52.40000000,48.70000000,53.77200000,47.70000000,59.18200000
46.80000000,23.46800000,46.80000000,108.65000000,46.80000000,56.73000000,48.80000000,52.38100000,48.80000000,53.73500000,47.80000000,59.13800000
46.90000000,23.46300000,46.90000000,108.82000000,46.90000000,56.58000000,48.90000000,52.34800000,48.90000000,53.70200000,47.90000000,59.10300000
47.00000000,23.41800000,47.00000000,109.00000000,47.00000000,56.41400000,49.00000000,52.30900000,49.00000000,53.67800000,48.00000000,59.07800000
47.10000000,23.39900000,47.10000000,109.17000000,47.10000000,56.25500000,49.10000000,52.27900000,49.10000000,53.65700000,48.10000000,59.05200000
47.20000000,23.44400000,47.20000000,109.31000000,47.20000000,56.09200000,49.20000000,52.27100000,49.20000000,53.63800000,48.20000000,59.01600000
47.30000000,23.44100000,47.30000000,109.42000000,47.30000000,55.92800000,49.30000000,52.24100000,49.30000000,53.60800000,48.30000000,58.97400000
47.40000000,23.39300000,47.40000000,109.51000000,47.40000000,55.76200000,49.40000000,52.20700000,49.40000000,53.58400000,48.40000000,58.93600000
47.50000000,23.38300000,47.50000000,109.62000000,47.50000000,55.60900000,49.50000000,52.17400000,49.50000000,53.55700000,48.50000000,58.90600000
47.60000000,23.40700000,47.60000000,109.75000000,47.60000000,55.45600000,49.60000000,52.13400000,49.60000000,53.51700000,48.60000000,58.89100000
47.70000000,23.42900000,47.70000000,109.89000000,47.70000000,55.29800000,49.70000000,52.10700000,49.70000000,53.49100000,48.70000000,58.87800000
47.80000000,23.40700000,47.80000000,110.00000000,47.80000000,55.13500000,49.80000000,52.09200000,49.80000000,53.47100000,48.80000000,58.84000000
47.90000000,23.33800000,47.90000000,110.05000000,47.90000000,54.97600000,49.90000000,52.08600000,49.90000000,53.44200000,48.90000000,58.79700000
48.00000000,23.33700000,48.00000000,110.09000000,48.00000000,54.82100000,50.00000000,52.06400000,50.00000000,53.41200000,49.00000000,58.77200000
48.10000000,23.41300000,48.10000000,110.13000000,48.10000000,54.67600000,50.10000000,52.02400000,50.10000000,53.38300000,49.10000000,58.75400000
48.20000000,23.44500000,48.20000000,110.20000000,48.20000000,54.51000000,50.20000000,51.97900000,50.20000000,53.35900000,49.20000000,58.72400000
